ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall,Potential
187144,60,61,60,58,34,60,60,60
243720,61,64,58,62,24,61,60,70
241160,61,45,63,64,49,44,60,74
222216,58,61,54,57,25,68,60,60
239540,40,31,37,46,59,67,60,73
224693,66,54,57,48,57,63,60,60
248577,52,38,43,39,60,70,60,65
253441,67,59,46,63,21,58,60,75
216578,63,37,53,54,58,65,60,60
251906,77,60,39,62,17,58,60,61
257538,69,41,51,56,56,74,60,67
260098,79,29,52,61,57,51,60,77
226563,79,58,51,63,22,41,60,66
228611,63,57,58,62,38,59,60,60
231171,42,46,53,52,60,70,60,60
236292,53,27,38,38,61,62,60,71
246789,75,55,58,63,56,60,60,67
214278,68,51,53,63,25,53,60,60
255494,62,57,57,61,50,59,60,73
258566,84,54,52,62,48,56,60,63
260614,59,60,57,63,29,59,60,70
245255,64,53,53,63,33,53,60,69
259335,61,60,47,56,24,54,60,79
240736,63,53,58,67,33,43,60,66
251506,61,46,53,59,56,65,60,62
260059,66,56,54,60,54,51,60,72
251837,58,59,55,63,34,58,60,68
226496,64,61,62,62,31,49,60,60
213696,71,55,57,65,52,66,60,65
258239,59,61,56,59,37,63,60,74
247999,67,60,54,55,23,64,60,60
243135,73,52,56,63,36,50,60,70
166847,43,57,63,61,60,66,60,60
223167,78,59,46,59,22,62,60,66
262591,67,41,52,56,58,66,60,67
258750,55,51,58,62,59,71,60,72
264638,69,61,58,59,45,53,60,70
261821,59,33,35,41,58,66,60,61
252861,58,49,55,59,59,60,60,70
236733,54,47,54,61,59,58,60,62
263361,61,44,54,60,48,53,60,72
263869,57,33,44,43,63,56,60,71
257212,72,58,45,58,19,61,60,66
255932,55,31,42,37,62,58,60,77
250812,82,55,51,61,19,56,60,73
248508,53,34,46,40,60,74,60,74
255674,62,57,54,60,25,62,60,72
254906,62,60,60,65,17,62,60,66
243898,66,51,59,64,54,69,60,73
246713,75,49,50,69,22,35,60,74
245689,61,33,44,41,61,58,60,73
264121,59,34,34,39,60,67,60,77
263862,66,34,38,55,60,66,60,69
261568,65,56,59,62,53,53,60,67
231617,80,45,55,57,53,60,60,65
245057,59,57,60,62,24,58,60,72
236485,58,25,39,37,59,74,60,66
263112,67,37,40,54,63,57,60,75
260551,68,44,59,56,59,64,60,66
259783,61,55,60,60,25,60,60,65
259271,51,26,39,35,63,61,60,67
258503,63,37,59,65,54,56,60,74
250823,72,48,54,58,58,67,60,75
205255,76,59,49,59,21,68,60,61
263623,69,33,42,56,58,60,60,73
263367,67,59,57,62,32,46,60,72
259270,66,53,57,61,37,60,60,61
257478,72,46,53,59,55,65,60,63
255430,64,49,55,60,54,50,60,78
259268,84,57,49,63,23,46,60,76
233665,75,58,47,58,32,66,60,66
234692,69,45,53,56,55,70,60,60
260547,73,54,60,64,47,52,60,74
258243,66,29,44,49,58,68,60,68
254915,78,42,54,67,26,43,60,69
246467,68,51,54,63,34,57,60,69
240835,71,26,41,54,58,63,60,70
261826,64,50,57,62,53,62,60,69
245698,67,39,51,53,57,61,60,74
242114,67,42,55,58,58,63,60,72
240322,67,26,46,58,58,66,60,67
264130,60,48,57,55,61,59,60,68
257985,59,60,62,64,42,56,60,68
214747,68,49,60,62,57,65,60,60
243789,70,50,55,65,32,48,60,69
260296,65,31,50,58,61,58,60,65
241239,73,60,60,59,24,42,60,65
264532,65,59,59,58,57,56,60,69
237140,70,55,57,64,44,66,60,61
245332,70,47,59,62,56,64,60,71
247636,64,57,55,63,25,55,60,63
263509,76,27,48,50,55,58,60,73
247125,74,37,54,63,54,66,60,67
253013,60,57,41,56,33,75,60,63
263254,65,60,61,63,26,55,60,70
229718,63,55,61,62,44,57,60,66
231510,54,25,41,41,60,66,60,65
235606,58,60,68,62,27,57,60,68
250966,72,28,45,55,56,59,60,60
254807,85,55,51,63,31,56,60,80
251219,72,53,56,61,33,44,60,73
248408,58,27,40,42,61,59,60,76
256088,64,50,56,55,53,64,60,66
262745,71,54,58,67,48,59,60,73
247897,71,50,58,63,54,61,60,66
258905,60,31,54,60,59,53,60,77
236634,72,52,55,62,45,53,60,73
255834,63,37,47,57,58,58,60,70
261466,61,59,58,61,32,57,60,70
263771,74,62,50,63,26,47,60,72
264027,65,45,60,69,53,46,60,75
264283,59,26,34,35,63,61,60,66
258907,70,38,47,50,56,62,60,78
263252,70,50,58,64,38,60,60,75
162899,49,39,49,49,60,67,60,60
260941,66,60,47,58,23,65,60,72
258383,62,61,62,64,27,63,60,65
260277,55,34,49,45,60,62,60,74
256693,68,54,55,57,56,66,60,65
241979,69,49,50,60,56,55,60,74
240955,60,59,58,60,23,62,60,70
240187,63,29,47,49,56,74,60,73
263502,65,48,62,63,46,49,60,72
235086,58,61,57,62,22,62,60,69
236622,67,58,50,60,32,60,60,65
243278,74,59,47,60,23,54,60,69
247630,65,46,60,65,48,59,60,67
194894,62,60,62,60,21,58,60,60
240463,67,52,56,63,51,66,60,63
262480,76,56,56,62,49,56,60,71
226387,79,42,52,56,53,57,60,65
240208,56,59,42,54,25,76,60,60
250960,77,46,52,57,53,58,60,72
263761,74,61,54,63,42,57,60,72
225873,62,38,52,54,57,68,60,65
248401,82,51,51,66,22,46,60,73
258641,63,60,60,65,50,60,60,77
258897,67,58,53,66,29,42,60,71
236370,56,60,38,54,26,73,60,60
252498,80,52,55,59,24,49,60,72
261202,67,59,54,68,22,51,60,74
261970,63,54,58,63,49,56,60,70
262227,72,59,49,55,30,62,60,76
232904,61,37,54,57,54,64,60,67
251272,86,58,46,60,26,56,60,73
226140,53,60,61,62,48,71,60,63
262975,68,37,51,58,54,70,60,68
263501,61,49,58,57,54,62,60,73
223821,45,26,32,34,61,64,60,60
244289,63,50,54,60,57,65,60,78
165441,40,51,57,56,59,76,60,60
220481,55,21,36,41,60,65,60,65
149825,35,62,56,51,31,67,60,60
264257,74,60,45,62,20,50,60,66
264001,66,56,55,61,31,50,60,69
261184,66,58,44,64,22,63,60,60
261695,62,55,63,61,54,61,60,63
261183,68,52,55,65,25,39,60,78
247871,64,46,55,60,59,59,60,72
261694,69,46,57,58,54,64,60,64
258892,71,32,47,56,55,58,60,70
258878,63,29,50,47,60,68,60,65
251454,74,55,56,60,54,63,60,75
231486,79,52,52,66,47,51,60,60
263486,58,60,50,57,26,70,60,75
261181,59,63,49,64,23,38,60,74
255293,64,46,58,60,58,57,60,73
237885,63,24,38,40,60,64,60,67
262973,57,28,47,40,59,65,60,73
252476,68,34,49,56,60,70,60,72
239676,65,54,60,63,50,59,60,69
261435,76,49,51,69,39,41,60,74
260667,65,47,61,65,41,48,60,74
259916,63,27,51,40,60,64,60,67
255564,68,46,52,67,23,50,60,72
246843,58,61,52,61,21,62,60,65
236359,79,58,52,61,25,58,60,70
255042,57,62,46,58,23,63,60,60
255810,63,32,55,60,56,51,60,69
264515,75,59,44,62,20,51,60,68
260419,69,57,58,61,29,38,60,65
261187,65,47,59,61,59,58,60,67
230980,58,42,50,50,57,76,60,61
262981,60,54,60,61,41,46,60,76
252229,67,45,59,63,56,54,60,69
262214,68,36,55,60,58,66,60,74
264262,60,59,54,64,15,58,60,67
204870,60,26,38,45,60,70,60,61
262215,76,60,42,55,21,65,60,71
202824,75,61,55,65,35,51,60,60
246860,69,50,59,63,41,51,60,80
233288,76,34,48,55,56,73,60,65
254280,75,43,57,61,46,45,60,72
247369,70,45,59,62,48,53,60,71
259145,50,27,48,42,60,65,60,69
263499,71,57,50,64,46,56,60,60
264523,70,47,53,57,56,58,60,73
239947,62,44,57,56,60,64,60,70
242507,66,50,61,64,59,52,60,67
260939,79,49,55,64,53,54,60,74
262732,68,58,43,59,25,67,60,75
263756,71,62,45,62,24,49,60,75
224844,69,22,29,32,59,67,60,63
255803,65,24,35,45,61,60,60,68
235162,62,56,60,62,55,73,60,61
259976,66,62,42,57,25,51,60,72
261772,76,60,49,63,28,55,60,78
229008,59,62,55,56,43,61,60,67
264592,59,36,38,61,61,52,60,68
241039,74,40,50,61,54,54,60,71
229263,65,59,61,67,44,48,60,69
225935,70,55,49,67,20,49,60,63
242062,67,49,58,65,52,60,60,74
234638,71,60,44,54,21,57,60,67
264590,74,64,50,63,22,49,60,75
263310,68,51,58,67,36,48,60,70
253837,59,58,62,60,53,59,60,66
252557,63,24,46,52,60,70,60,63
235661,60,49,61,66,52,56,60,70
260492,72,58,54,63,32,57,60,79
255633,64,65,50,66,27,48,60,70
250764,70,53,54,66,32,57,60,69
209548,74,30,50,57,56,66,60,60
253579,67,57,59,58,33,64,60,68
251275,75,59,44,61,19,55,60,75
241035,60,33,38,48,64,58,60,74
259466,59,56,58,63,38,58,60,74
246154,81,52,54,61,50,49,60,77
226186,58,48,54,57,58,70,60,60
214666,57,46,55,62,60,71,60,61
262538,73,58,53,62,29,61,60,67
259721,32,29,51,48,63,54,60,75
237705,83,41,51,64,50,58,60,71
253585,58,31,43,37,60,69,60,66
260241,60,32,35,42,62,62,60,76
229274,60,59,58,63,57,59,60,66
256148,59,34,56,54,59,57,60,70
228250,77,31,49,54,54,64,60,62
253337,59,25,46,51,62,63,60,62
257176,63,58,59,65,33,56,60,74
255896,57,33,47,48,61,57,60,71
255384,58,34,41,43,61,65,60,67
254872,69,47,53,55,55,74,60,60
254615,61,59,57,58,26,60,60,68
187031,64,59,50,59,27,70,60,60
261014,60,62,59,60,19,58,60,60
241558,69,49,54,62,41,54,60,70
263318,60,37,45,46,61,64,60,68
263061,69,54,58,67,51,59,60,66
184980,56,50,55,56,57,66,60,60
261777,72,51,55,67,41,52,60,70
264596,75,53,59,64,38,45,60,71
253843,60,59,54,58,36,57,60,61
247955,87,58,53,63,28,59,60,78
245907,63,48,60,60,60,58,60,75
241299,52,23,36,30,63,72,60,63
261010,74,33,49,57,56,59,60,67
258450,71,32,50,57,56,55,60,72
257426,68,55,57,61,58,61,60,71
244370,68,58,47,59,26,69,60,70
236946,67,40,56,61,56,62,60,66
228498,58,60,65,59,48,64,60,61
263826,65,53,64,62,48,53,60,68
208988,61,57,55,63,48,58,60,60
247105,57,61,59,62,47,60,60,75
262493,64,36,42,54,61,59,60,60
252440,63,35,40,63,61,56,60,71
259099,74,61,54,64,33,57,60,72
247067,60,60,52,62,36,59,60,65
246299,64,40,52,57,55,75,60,67
225051,50,24,37,46,60,72,60,63
212763,61,60,58,60,51,58,60,65
260890,52,31,32,36,65,57,60,67
260378,72,28,40,40,59,60,60,70
258330,72,51,54,68,29,40,60,78
257306,67,48,62,63,50,62,60,73
229914,83,56,59,63,52,73,60,63
243737,64,59,59,59,33,57,60,66
262937,85,54,51,62,44,68,60,73
246552,65,48,46,56,58,66,60,60
226844,58,29,43,38,57,76,60,60
247063,77,56,52,65,40,46,60,68
242454,70,44,55,70,35,33,60,66
221974,71,46,53,51,58,67,60,60
193557,73,60,49,58,41,77,60,60
251157,60,60,54,61,24,63,60,71
243221,63,51,58,63,50,64,60,69
239893,75,41,52,59,53,62,60,69
238357,55,34,51,58,58,63,60,67
229397,59,57,58,62,50,58,60,66
262677,54,35,46,43,59,67,60,60
246292,75,50,58,61,42,49,60,69
230749,64,54,56,60,46,58,60,68
263708,62,31,56,54,57,52,60,61
245020,72,53,52,63,33,44,60,74
255092,73,53,60,63,45,56,60,72
246305,56,44,57,59,59,54,60,70
260133,62,52,56,64,51,51,60,68
251685,64,34,43,55,59,68,60,69
258084,69,40,49,63,54,56,60,74
256036,57,47,60,62,57,57,60,75
209188,67,54,58,61,31,64,60,60
261155,76,42,50,64,54,44,60,69
252194,51,44,57,56,60,52,60,75
251170,55,62,44,56,20,61,60,73
239906,51,49,56,59,54,63,60,71
233506,75,48,54,63,23,53,60,64
261409,60,61,59,63,37,58,60,68
251169,64,49,57,60,48,66,60,71
258080,64,48,59,65,49,42,60,76
255772,71,55,55,67,36,43,60,66
254496,73,52,57,61,54,58,60,70
253216,57,58,64,60,29,62,60,77
252960,79,52,50,66,40,67,60,75
240672,73,53,55,60,41,50,60,70
259359,74,34,48,50,57,70,60,61
259103,74,24,39,34,57,76,60,66
252959,86,52,53,61,25,42,60,78
260382,64,44,60,60,56,69,60,63
256542,71,32,50,51,56,60,60,69
246558,61,32,41,38,61,62,60,65
228382,73,57,49,60,29,67,60,67
210206,77,30,48,58,56,58,60,60
248435,74,58,51,63,34,55,60,72
259444,64,29,47,49,61,66,60,73
260134,55,24,40,36,60,62,60,68
262534,59,31,38,47,58,70,60,66
258176,66,62,49,65,23,48,60,76
202881,51,57,57,58,58,67,60,60
246401,76,64,48,64,24,46,60,74
261761,65,53,58,64,41,54,60,66
228226,71,36,49,58,58,69,60,68
260482,78,58,54,61,17,57,60,77
207491,54,60,53,53,38,64,60,60
259971,66,48,54,62,30,44,60,69
262788,71,32,51,56,56,61,60,67
259204,70,59,63,64,57,44,60,65
247173,62,29,40,46,60,66,60,75
258181,56,58,57,59,55,57,60,70
208774,78,57,47,60,29,64,60,61
261503,73,46,56,63,34,52,60,60
261510,71,56,49,64,23,58,60,74
261766,68,56,52,62,19,55,60,77
240775,79,59,46,64,21,46,60,70
242823,67,43,57,64,59,59,60,70
246663,45,60,48,57,27,67,60,66
257927,65,51,61,62,52,58,60,74
258439,47,47,54,56,55,73,60,74
263048,84,59,43,66,21,48,60,68
235656,56,52,60,62,55,64,60,63
246920,72,47,54,62,57,67,60,69
262440,65,45,58,57,54,55,60,67
235304,58,61,55,60,38,62,60,71
257152,66,54,59,62,34,49,60,77
256383,73,53,53,64,25,48,60,74
260212,73,60,55,62,34,50,60,73
260473,80,51,53,62,33,45,60,76
232565,60,63,56,56,24,60,60,60
238197,53,41,51,53,58,71,60,66
258933,73,60,42,64,19,46,60,71
225654,66,57,53,62,36,69,60,63
232566,62,57,59,64,20,54,60,64
250998,76,57,51,63,21,59,60,74
220023,54,38,48,52,60,67,60,61
244087,59,57,53,63,35,53,60,69
262776,60,62,46,57,20,66,60,67
209784,63,37,57,59,59,51,60,60
263289,63,46,57,58,26,55,60,65
263801,74,30,52,55,54,51,60,69
263547,64,59,58,67,32,53,60,65
263807,73,37,49,58,56,57,60,70
264571,66,46,52,59,60,63,60,69
229243,62,59,57,60,35,57,60,67
244091,64,37,52,54,56,64,60,68
247931,64,29,49,51,57,64,60,69
238716,66,58,47,57,31,77,60,61
253820,70,26,53,43,56,61,60,70
254844,75,52,56,67,28,44,60,65
254845,59,55,60,64,32,57,60,73
224638,81,50,57,57,49,55,60,61
230014,73,48,52,60,55,60,60,67
247166,79,60,58,64,47,55,60,75
259198,66,58,57,61,29,63,60,70
261157,66,52,58,63,44,54,60,66
245270,69,53,55,58,57,67,60,69
264487,64,23,43,48,61,55,60,60
242225,41,42,52,51,59,64,60,69
259889,62,42,55,53,59,60,60,74
263474,56,62,47,59,22,47,60,67
258098,50,34,45,47,57,75,60,63
260402,76,61,51,62,27,49,60,77
261170,62,54,63,62,21,62,60,77
261682,62,48,58,59,37,52,60,60
251187,72,51,57,68,38,58,60,85
260403,68,48,56,62,59,56,60,71
252468,81,58,50,62,29,66,60,71
258612,73,50,57,62,49,62,60,73
264245,69,57,52,67,29,50,60,69
233782,46,32,38,38,61,62,60,68
243766,72,42,49,58,54,57,60,71
263223,65,38,50,60,56,53,60,70
202295,49,60,51,54,29,66,60,60
247863,72,37,56,62,59,58,60,69
257847,76,34,50,59,53,46,60,70
234040,63,38,50,55,59,70,60,68
239672,71,56,58,63,37,61,60,76
258104,70,57,55,65,32,46,60,76
220985,62,59,61,60,34,60,60,65
236601,76,54,54,63,42,56,60,69
243513,33,26,39,46,63,59,60,74
225338,72,55,52,66,33,36,60,66
255290,61,59,53,61,23,58,60,71
263483,63,35,52,60,58,62,60,65
235579,54,35,53,59,61,61,60,60
253233,69,47,59,53,41,51,60,73
236849,43,62,35,50,33,67,60,69
255837,66,25,42,40,59,67,60,65
251184,76,32,49,57,55,72,60,60
260825,44,63,46,55,26,67,60,67
233946,66,51,53,58,54,66,60,64
236762,71,54,60,61,54,65,60,63
184282,61,59,55,60,54,59,60,60
191528,60,53,56,62,45,62,60,60
258089,51,31,42,47,61,64,60,76
218585,63,40,56,54,56,62,60,60
261417,60,59,57,64,43,60,60,73
230698,85,56,48,62,25,63,60,66
202795,75,41,52,60,58,66,60,60
252459,72,51,53,63,25,45,60,75
261675,66,30,39,41,60,68,60,77
244012,73,42,54,56,53,67,60,65
258348,65,52,61,62,51,51,60,73
258087,67,60,53,64,40,54,60,72
259116,69,30,53,60,54,61,60,69
264237,61,43,54,57,59,61,60,76
242221,62,50,59,67,43,52,60,60
262958,75,51,56,64,29,40,60,60
235054,66,33,52,63,57,66,60,63
255534,65,33,55,56,55,62,60,60
261422,61,29,42,46,59,64,60,72
216111,67,58,59,62,52,63,60,60
256047,90,53,49,66,24,63,60,74
262704,53,45,43,37,56,79,60,63
215088,67,58,46,53,27,72,60,63
226352,47,48,54,61,58,60,60,63
260445,61,56,56,62,57,58,60,68
241977,86,59,50,61,29,60,60,60
246877,58,60,60,65,33,41,60,73
231634,54,24,37,32,61,66,60,60
259025,71,47,58,66,45,53,60,74
257489,67,58,49,63,31,54,60,72
251345,61,58,57,61,45,59,60,77
262865,60,54,56,63,26,58,60,72
262609,67,51,59,62,54,62,60,66
261584,62,57,53,66,40,54,60,65
229328,70,38,55,55,56,60,60,65
213712,70,54,57,59,53,55,60,62
258511,66,59,63,65,33,58,60,74
257231,67,33,51,57,56,56,60,76
251855,58,48,62,65,46,55,60,75
261326,71,60,57,63,35,50,60,72
258509,82,60,41,62,23,54,60,69
191437,58,62,62,61,38,59,60,60
255693,59,55,56,64,56,61,60,69
244172,62,61,61,62,34,60,60,68
241099,65,59,62,59,33,60,60,68
152523,59,60,50,62,34,55,60,60
257482,55,33,48,50,60,65,60,74
251594,66,47,59,62,53,68,60,69
244170,60,45,59,60,54,63,60,67
263882,79,62,51,61,28,59,60,74
255272,74,48,53,64,54,47,60,76
242984,88,49,50,62,30,44,60,68
248265,69,35,49,49,58,72,60,60
261576,77,31,48,50,56,59,60,70
261320,60,60,57,60,42,58,60,71
263634,67,43,57,61,53,54,60,77
262096,82,55,48,61,31,47,60,79
252370,60,64,41,56,24,53,60,67
264149,59,61,57,64,24,54,60,68
261336,67,58,57,62,30,42,60,78
254680,47,53,59,63,44,64,60,73
262616,65,31,41,57,60,53,60,67
243159,66,60,55,65,25,54,60,60
240599,69,60,48,64,24,64,60,69
259026,75,43,52,63,46,52,60,71
222422,79,58,50,64,25,58,60,65
243157,68,48,63,64,45,51,60,69
239573,65,62,58,62,18,59,60,62
228053,74,58,45,61,21,60,60,67
225237,65,56,60,62,44,60,60,67
254934,72,47,57,66,34,59,60,76
262613,66,60,52,58,25,66,60,61
252883,65,44,52,55,56,67,60,71
257492,60,56,57,60,35,54,60,78
263379,76,31,44,51,60,58,60,72
139475,45,54,58,52,60,66,60,60
231379,32,30,44,47,61,72,60,66
247507,73,60,53,63,30,52,60,74
258515,74,59,45,56,23,55,60,78
263380,68,34,47,54,57,59,60,66
264148,62,58,58,60,50,55,60,69
139476,60,57,56,60,41,61,60,60
263386,66,51,55,57,54,67,59,59
235479,69,28,46,52,58,67,59,60
264153,61,29,36,36,61,65,59,64
259027,76,27,46,50,55,53,59,73
256728,61,50,55,66,36,49,59,69
253656,68,44,57,59,42,54,59,68
261335,72,43,55,61,55,50,59,76
257239,59,29,36,40,62,55,59,79
264405,63,50,64,59,44,49,59,68
264663,69,51,56,59,47,52,59,73
260822,60,54,57,63,22,58,59,74
258518,78,59,56,60,50,62,59,65
257238,58,36,37,58,62,50,59,80
251093,61,29,47,56,57,63,59,61
235994,69,38,52,57,55,56,59,69
264404,66,50,60,56,49,58,59,70
251091,82,49,52,62,23,41,59,73
216794,69,58,49,58,28,65,59,64
264544,62,35,49,45,58,64,59,69
242906,66,53,53,68,57,50,59,65
259177,56,42,57,60,55,58,59,59
240747,53,44,56,52,55,62,59,71
264555,63,49,56,55,23,47,59,66
255850,76,43,56,57,51,66,59,72
252522,72,56,51,62,30,48,59,73
230762,84,33,46,53,53,64,59,63
224618,68,55,58,58,61,63,59,59
261225,63,32,33,38,61,57,59,78
251753,62,57,57,61,32,56,59,69
264550,66,48,48,55,57,57,59,69
263273,59,53,47,49,59,62,59,76
261224,60,37,46,61,56,55,59,79
253800,63,35,48,48,60,64,59,67
252264,66,45,60,63,35,49,59,70
261479,66,33,42,47,59,68,59,72
254567,68,33,42,58,58,66,59,67
260966,64,57,55,62,40,49,59,75
237677,57,50,55,60,57,58,59,65
190061,61,59,56,60,52,56,59,59
227182,73,33,49,56,54,65,59,66
227870,66,56,53,62,49,66,59,64
243923,56,32,30,32,60,69,59,73
260897,71,48,54,65,33,43,59,73
256033,63,34,38,58,57,66,59,71
253729,77,57,50,66,25,52,59,78
244001,60,57,60,63,51,56,59,68
255776,63,50,57,62,54,51,59,75
244000,55,24,43,51,61,61,59,66
242976,62,60,57,63,28,58,59,74
242464,70,61,50,62,20,46,59,74
235808,71,37,46,53,57,66,59,70
256799,67,56,46,59,19,64,59,71
252191,73,52,57,61,34,34,59,69
264223,55,31,38,42,59,65,59,75
257822,64,42,57,61,59,52,59,75
241694,74,61,43,64,26,46,59,67
240486,76,45,51,52,57,70,59,62
261221,67,51,59,62,37,57,59,71
243539,68,55,49,59,45,63,59,69
257624,86,58,41,59,34,67,59,61
252509,78,49,52,64,27,44,59,73
264285,62,58,64,61,24,53,59,68
256604,68,51,53,57,33,43,59,74
263772,58,60,40,56,28,59,59,71
260443,84,58,53,61,23,61,59,73
208987,62,52,51,59,45,60,59,59
263257,71,28,46,56,56,55,59,70
242007,67,35,46,55,57,67,59,66
257637,60,58,56,60,24,55,59,73
203863,64,57,60,62,47,51,59,59
260182,71,57,48,59,20,58,59,68
259926,73,56,41,60,20,57,59,75
234070,60,42,57,61,54,61,59,60
251477,67,52,59,60,48,54,59,72
224853,64,52,54,63,44,56,59,64
264533,71,56,58,59,47,56,59,72
257629,63,34,37,54,60,56,59,76
259165,66,50,58,70,48,45,59,76
263262,70,24,41,35,58,69,59,69
254558,66,30,45,53,55,56,59,70
264549,60,35,47,44,60,61,59,72
260452,65,57,52,59,60,50,59,71
263268,72,53,53,63,30,46,59,72
260451,61,29,54,55,53,57,59,74
260195,69,56,48,59,20,57,59,78
243042,57,28,37,48,59,63,59,69
226658,69,55,55,60,30,57,59,59
263522,76,58,53,62,29,44,59,71
253793,59,30,42,40,58,70,59,67
264545,63,53,60,58,54,55,59,69
264033,61,29,46,54,59,59,59,68
260191,75,59,40,55,18,55,59,77
227679,67,52,60,60,52,62,59,64
257374,54,58,60,63,40,59,59,68
255070,65,50,58,62,37,56,59,76
248019,70,52,53,58,24,54,59,67
263488,76,52,47,66,34,58,59,74
243410,71,48,59,67,34,56,59,65
229192,77,55,42,62,30,59,59,65
254279,45,31,48,54,56,64,59,69
244551,61,57,61,63,33,59,59,68
216647,69,60,47,59,24,51,59,62
264007,60,40,55,60,54,62,59,68
244550,70,50,56,61,42,47,59,74
233030,57,59,60,58,34,57,59,64
260933,62,55,60,62,47,53,59,67
257348,66,46,55,56,56,66,59,71
262980,63,60,44,56,36,67,59,70
256320,63,37,48,48,60,71,59,68
252736,72,33,48,55,54,56,59,67
246592,36,55,58,60,54,44,59,70
206144,78,59,44,61,38,60,59,59
262947,73,45,55,63,37,56,59,74
262976,67,50,52,64,42,53,59,74
247359,49,28,38,41,59,69,59,65
257342,58,57,58,60,23,55,59,68
262974,66,45,56,60,57,66,59,71
262718,59,58,62,60,22,59,59,64
261437,58,26,37,36,62,63,59,67
260157,72,53,52,64,28,46,59,75
262728,65,59,48,55,21,62,59,65
259144,75,52,49,61,54,60,59,68
257745,66,53,53,62,30,69,59,59
263241,79,50,53,59,39,60,59,66
262739,74,57,43,61,23,61,59,69
242258,68,48,55,64,50,46,59,64
261969,62,26,51,42,59,60,59,66
190033,34,44,49,49,57,68,59,59
253521,65,46,56,61,29,54,59,63
255312,73,57,57,61,32,46,59,76
260943,80,58,46,58,23,56,59,71
260431,66,56,55,60,41,55,59,68
190031,53,51,58,55,57,69,59,59
207951,76,56,43,59,24,69,59,61
252749,66,48,55,60,59,66,59,70
264525,71,56,56,58,47,59,59,69
261196,70,30,49,55,53,68,59,64
256331,84,49,55,63,50,54,59,70
240715,80,55,50,63,25,71,59,72
262219,55,28,41,43,63,54,59,75
251978,61,40,61,60,60,60,59,72
264522,60,48,58,57,58,58,59,70
257865,66,31,39,50,57,71,59,64
256329,59,32,44,48,58,66,59,59
233289,72,57,45,61,25,72,59,64
259900,60,58,61,62,25,60,59,64
254011,63,33,38,38,62,50,59,77
260922,75,63,44,65,17,43,59,70
258618,66,43,59,59,49,56,59,68
261575,65,59,42,57,24,49,59,70
263624,76,58,39,62,20,51,59,69
248264,79,44,44,54,52,61,59,65
227529,58,59,53,58,45,60,59,65
247753,54,59,44,58,19,67,59,67
258505,76,44,55,67,53,51,59,75
261321,62,54,54,59,38,49,59,70
263114,62,32,37,40,62,58,59,78
260554,77,62,47,53,21,48,59,79
260810,61,29,43,45,60,59,59,74
263116,62,57,59,62,30,57,59,76
236748,64,33,45,53,59,62,59,59
263885,74,56,47,63,21,56,59,69
264141,64,33,39,57,61,61,59,79
253390,72,58,50,58,19,56,59,66
260558,70,50,57,63,41,57,59,74
228047,78,54,53,62,56,70,59,65
250831,62,57,63,60,27,56,59,81
247248,61,29,34,38,58,66,59,74
255440,70,61,60,54,25,55,59,73
243153,76,36,48,54,53,58,59,70
260038,66,64,55,60,22,45,59,68
258758,75,55,54,61,24,60,59,75
243910,70,53,54,61,21,46,59,69
208067,59,56,59,59,49,62,59,59
247866,61,59,56,61,36,57,59,76
264506,54,40,53,56,58,63,59,74
257081,53,33,43,43,60,61,59,75
255033,67,36,47,56,56,63,59,66
246841,56,64,64,61,19,57,59,69
252472,62,31,39,41,60,69,59,76
246328,62,31,39,46,60,63,59,70
238904,69,51,55,61,34,49,59,65
262339,59,30,45,52,59,64,59,70
215491,61,56,54,60,41,58,59,63
236742,71,57,51,60,31,63,59,66
262083,63,50,62,61,49,50,59,70
202180,71,58,45,57,20,64,59,59
228292,67,55,60,58,53,64,59,64
255940,67,52,60,60,52,60,59,70
258500,62,46,60,63,40,41,59,76
262597,61,28,40,42,58,67,59,72
255941,74,35,45,54,55,61,59,67
256965,60,56,62,61,23,56,59,74
260549,61,26,39,42,60,62,59,73
255778,66,48,59,64,50,60,59,75
245164,57,58,57,59,31,60,59,65
252707,70,32,43,60,58,57,59,71
239006,69,50,58,59,49,59,59,72
253088,72,58,48,56,18,53,59,68
252320,71,23,40,60,56,56,59,72
240544,74,45,60,62,49,59,59,67
263584,70,60,53,64,40,56,59,59
259999,68,58,48,59,26,59,59,59
257183,62,50,58,61,54,57,59,68
258974,64,54,52,62,28,51,59,66
257437,73,57,54,60,38,64,59,75
264353,72,52,58,54,35,49,59,73
257181,59,46,56,57,58,61,59,67
259996,76,45,52,58,55,59,59,59
256156,54,57,58,62,27,59,59,66
252572,65,32,44,59,56,52,59,71
263068,72,56,51,65,27,48,59,71
258203,64,55,53,61,24,44,59,76
260506,69,58,49,58,24,55,59,60
256672,69,26,51,56,58,66,59,77
247202,57,63,53,59,40,56,59,70
239222,67,39,54,58,56,67,59,69
261745,68,59,48,65,22,58,59,77
262261,72,38,51,53,60,57,59,68
250996,64,57,44,54,35,69,59,69
261235,68,33,53,55,58,57,59,70
243059,69,56,57,63,40,42,59,67
237171,62,57,62,63,21,54,59,65
259442,54,32,45,55,57,59,59,83
264562,69,37,53,58,54,64,59,75
191857,63,52,48,54,57,69,59,59
258978,65,61,46,61,19,45,59,74
262769,60,32,47,57,56,57,59,59
243824,66,43,56,63,52,62,59,62
245359,62,60,58,62,29,55,59,68
