ID,Age,Height,Weight,Nationality,Positions,Club
261777,21,173,68,Portugal,"CAM,CM",Belenenses SAD
264596,20,178,72,Netherlands,CAM,PEC Zwolle
253843,30,185,70,Venezuela,GK,AC Mineros de Guayana
247955,18,180,68,Romania,"RW,ST,CF",FCSB (Steaua)
245907,19,183,78,Republic of Ireland,"CM,CDM",Oldham Athletic
241299,25,186,84,China PR,CB,Shenzhen FC
261010,20,180,72,France,RB,Gaz Metan Media艧
258450,19,175,72,Portugal,"LB,LW",FC Pa莽os de Ferreira
257426,22,180,68,Mexico,CM,Club Tijuana
244370,21,180,85,Germany,"ST,RM",MSV Duisburg
236946,24,178,72,Chile,"LM,LB",CD Huachipato
228498,29,194,90,Korea Republic,GK,Suwon FC
263826,21,162,51,Mexico,CM,Club Deportivo Guadalajara
208988,32,184,70,Saudi Arabia,GK,Al Shabab
247105,19,183,73,Argentina,GK,Club Atl茅tico Lan煤s
262493,27,178,74,Spain,RB,SD Amorebieta
252440,22,175,70,Italy,"RB,RM",US Salernitana 1919
259099,20,182,78,France,RM,USL Dunkerque
247067,26,180,68,United Arab Emirates,GK,Al Ain FC
246299,23,193,77,France,"CDM,CB,CM",Grasshopper Club Z眉rich
225051,24,185,82,Australia,CB,Sydney FC
212763,26,184,76,Republic of Ireland,GK,Bohemian FC
260890,21,183,77,Burundi,CB,Yeni Malatyaspor
260378,19,179,62,Mexico,LB,Deportivo Toluca
258330,18,178,64,Guinea,"RM,LM",VfB Stuttgart
257306,18,170,61,France,CM,Olympique de Marseille
229914,24,188,71,Republic of Ireland,"CM,CAM",Walsall
243737,22,187,80,Germany,GK,FSV Zwickau
262937,20,180,70,Belgium,"RM,RWB",Royal Charleroi S.C.
246552,28,184,80,Iceland,LB,BK H盲cken
226844,31,191,88,China PR,CB,Guangzhou City
247063,22,168,65,United Arab Emirates,LM,Al Ain FC
242454,23,175,65,Germany,"RM,LM,CAM",Hertha BSC
221974,28,185,76,China PR,"CB,CDM,CM",Shenzhen FC
193557,29,190,82,England,"ST,LM",Colchester United
251157,21,185,86,Korea Republic,GK,Gangwon FC
243221,21,180,77,Japan,"CAM,CM,ST",Vissel Kobe
239893,22,185,70,Wales,"RB,RWB,RM",Colchester United
238357,25,173,65,Saudi Arabia,"CDM,CM",Damac FC
229397,25,183,81,Chile,GK,Uni贸n La Calera
262677,31,182,79,Poland,CB,Radomiak Radom
246292,22,173,68,Mexico,"LM,LW",Club Atl茅tico de San Luis
230749,24,194,78,Saudi Arabia,GK,Al Nassr
263708,27,183,67,Spain,"CDM,CM",Melbourne Victory
245020,21,173,70,England,"LW,LWB",Ross County FC
255092,21,155,66,Mexico,CM,Club Universidad Nacional
246305,21,171,66,Argentina,CDM,Club Atl茅tico Col贸n
260133,21,173,69,Paraguay,CM,Club Cerro Porte帽o
251685,22,175,74,Chile,LB,CD Huachipato
258084,17,175,70,Argentina,LB,Club Atl茅tico Col贸n
256036,19,180,76,Iceland,CM,F.C. K酶benhavn
209188,32,176,67,Saudi Arabia,"CAM,LM",Abha Club
261155,22,166,67,Argentina,"RM,RWB",Patronato
252194,20,183,73,Argentina,CB,Atl茅tico Tucum谩n
251170,21,186,81,France,ST,AJ Auxerre
239906,22,185,75,Switzerland,CM,FC Lugano
233506,24,173,72,Japan,RM,Oita Trinita
261409,24,183,81,Colombia,GK,Junior FC
251169,22,184,80,France,CM,AJ Auxerre
258080,19,173,62,Argentina,"CAM,CM",Club Atl茅tico Banfield
255772,22,170,64,Canada,"LM,RM,ST",Vancouver Whitecaps FC
254496,19,178,72,Republic of Ireland,"CM,CDM",Rochdale
253216,20,195,83,Argentina,GK,Deportivo Alav茅s
252960,19,176,77,Sweden,CF,Kalmar FF
240672,22,178,70,England,"RM,CAM",Salford City
259359,27,178,75,Saudi Arabia,"RB,CB",Al Taawoun
259103,24,188,81,Saudi Arabia,CB,Al Fateh
252959,19,183,69,Scotland,LM,Morecambe
260382,26,184,82,Mexico,CM,Club Deportivo Guadalajara
256542,20,188,72,Austria,LB,SV Ried
246558,24,179,74,Romania,"CB,CDM",FC Dinamo 1948 Bucure艧ti
228382,24,183,77,England,ST,Oxford United
210206,29,162,58,Saudi Arabia,RB,Al Tai
248435,20,183,75,Romania,ST,Gaz Metan Media艧
259444,20,191,81,Netherlands,"LB,CB",SC Cambuur
260134,20,187,78,Paraguay,CB,Club Cerro Porte帽o
262534,22,194,82,Germany,CB,FC Viktoria 1889 Berlin
258176,18,183,71,Argentina,ST,Club Atl茅tico Hurac谩n
202881,29,180,71,Republic of Ireland,CDM,Bohemian FC
246401,20,178,66,Germany,ST,SC Paderborn 07
261761,21,179,70,Sweden,"RW,CM",V氓lerenga Fotball
228226,24,180,73,Republic of Ireland,CB,Forest Green Rovers
260482,18,175,68,Colombia,"ST,CF",Atl茅tico Nacional
207491,31,184,76,Republic of Ireland,ST,Shamrock Rovers
259971,21,171,66,Argentina,"RM,LM",Montevideo City Torque
262788,23,180,79,France,RB,En Avant de Guingamp
259204,24,178,69,Albania,"CDM,CAM,CM",陌ttifak Holding Konyaspor
247173,20,187,85,Colombia,"CB,RB",Chicago Fire Football Club
258181,21,188,82,Portugal,GK,CD Tondela
208774,26,178,70,Saint Kitts and Nevis,ST,Livingston FC
261503,29,174,69,Argentina,"LM,LB",Aragua F煤tbol Club
261510,17,175,72,Venezuela,"ST,RW",AC Mineros de Guayana
261766,18,175,64,France,"LM,ST",Stade Malherbe Caen
240775,22,178,67,England,ST,Hull City
242823,22,178,72,Mexico,"CM,RM",Club Atl茅tico de San Luis
246663,22,185,80,Bosnia and Herzegovina,ST,SK Austria Klagenfurt
257927,20,166,64,Mexico,CM,CF Monterrey
258439,18,197,90,France,"CDM,CB",Paris FC
263048,23,175,65,Brazil,ST,SV Ried
235656,26,165,64,Saudi Arabia,"CM,CDM",Damac FC
246920,19,178,70,Sweden,"RM,CM",脰rebro SK
262440,22,170,66,Ghana,CM,FC Arouca
235304,21,192,82,Poland,GK,Lech Pozna艅
257152,18,172,69,Argentina,"CAM,CF,RW",San Lorenzo de Almagro
256383,18,183,68,Tunisia,LM,FC Groningen
260212,18,180,65,Japan,"ST,LM",Tokushima Vortis
260473,19,179,72,Republic of Ireland,RM,Salford City
232565,30,192,84,Japan,GK,Sanfrecce Hiroshima
238197,22,183,85,England,"CB,RB",St. Patrick's Athletic
258933,22,175,70,Spain,ST,SD Eibar
225654,25,188,80,Germany,"ST,CAM",TSV Havelse
232566,24,190,83,Japan,GK,Kashiwa Reysol
250998,21,187,82,Denmark,"RW,ST",Silkeborg IF
220023,27,186,74,Saudi Arabia,"CB,LB",Al Hazem
244087,22,182,75,Germany,CAM,1. FSV Mainz 05
262776,21,188,75,Germany,ST,TSV Havelse
209784,28,178,71,France,RB,Clermont Foot 63
263289,23,183,78,Ukraine,LM,Dynamo Kyiv
263801,21,167,71,England,"LWB,LM",Peterborough United
263547,24,191,85,Brazil,GK,Futebol Clube de Famalic茫o
263807,21,172,70,Mexico,RB,Club Deportivo Guadalajara
264571,20,175,72,Peru,"CDM,CM",Club Universitario de Deportes
229243,24,192,87,Germany,GK,VfL Osnabr眉ck
244091,22,182,73,Germany,RB,Sportclub Verl
247931,22,187,77,Belgium,"LB,CB,RB",KV Mechelen
238716,27,185,77,Lebanon,ST,Sutton United
253820,21,161,65,Venezuela,"CDM,CM,RM",Aragua F煤tbol Club
254844,23,161,59,Japan,"RM,LM,CAM",FC Tokyo
254845,19,180,70,Japan,"RM,CAM",Cerezo Osaka
224638,26,174,65,China PR,LB,Shijiazhuang Ever Bright F.C.
230014,23,186,71,England,LB,Swindon Town
247166,20,175,70,England,"CM,CAM,LM",Arsenal
259198,22,170,64,Argentina,ST,Club Atl茅tico Talleres
261157,23,180,74,Argentina,"CAM,LM",Patronato
245270,21,181,77,Iceland,"CB,LB,LM",Borussia Dortmund II
264487,31,176,72,Cyprus,"RB,CB",APOEL Nicosia FC
242225,24,189,74,Saudi Arabia,"CDM,CM",Al Raed
259889,19,179,67,Venezuela,"CDM,CM",Deportivo La Guaira FC
263474,22,180,70,Argentina,ST,Gimnasia y Esgrima La Plata
258098,27,192,85,Albania,CB,FC Academica Clinceni
260402,19,183,64,Republic of Ireland,"LW,CAM,CF",Swindon Town
261170,19,185,72,Senegal,GK,FC Metz
261682,26,175,70,Paraguay,LM,Club Nacional
251187,17,185,69,Belgium,"CAM,CM",Royal Antwerp FC
260403,20,175,68,England,"CM,CDM",Rochdale
252468,21,182,84,Australia,ST,Adelaide United
258612,19,182,69,Netherlands,CM,Heracles Almelo
264245,21,182,71,Japan,"RW,LW",1. FSV Mainz 05
233782,22,190,73,England,CB,Carlisle United
243766,21,173,64,England,RB,Doncaster Rovers
263223,18,166,60,Spain,"RB,RWB",AD Alcorc贸n
202295,32,191,83,Korea Republic,"ST,RW",Daegu FC
247863,20,175,70,Japan,"CB,LM",Oita Trinita
257847,20,172,62,Germany,RB,Karlsruher SC
234040,23,183,64,England,"CDM,CM",Harrogate Town
239672,20,177,73,Norway,"CAM,CM",Viking FK
258104,18,179,74,Argentina,"LM,CAM",Rosario Central
220985,24,200,93,Sweden,GK,BK H盲cken
236601,23,179,76,England,"RM,ST",Cambridge United
243513,21,185,76,Italy,CB,Bologna
225338,24,172,62,France,"LM,CAM",FC Sochaux-Montb茅liard
255290,20,186,80,Portugal,GK,Belenenses SAD
263483,24,178,73,Portugal,"CDM,CB,CM",Gaz Metan Media艧
235579,27,183,75,Netherlands,"LB,CB",Silkeborg IF
253233,20,171,63,Paraguay,"LM,RM",Club Cerro Porte帽o
236849,23,189,81,Colombia,ST,Cagliari
255837,25,184,75,Saudi Arabia,"CB,RB",Al Shabab
251184,34,168,64,Saudi Arabia,RB,Abha Club
260825,22,186,82,Netherlands,ST,AZ Alkmaar
233946,23,178,66,China PR,RB,Dalian Professional Football Club
236762,25,183,75,England,CAM,Stevenage
184282,31,193,79,England,GK,Wrexham AFC
191528,32,188,81,China PR,GK,Beijing Guoan FC
258089,17,183,76,Argentina,CB,Club Atl茅tico Col贸n
218585,26,180,74,Republic of Ireland,"LB,LWB",St. Patrick's Athletic
261417,21,190,73,Colombia,GK,Atl茅tico Nacional
230698,24,182,74,Nigeria,"LW,ST",Odds BK
202795,27,175,66,South Africa,CB,Barrow
252459,19,176,66,Poland,LM,Zag艂臋bie Lubin
261675,17,190,80,France,"CB,CDM",Stade Malherbe Caen
244012,24,185,78,Germany,RWB,TSV Havelse
258348,19,181,72,France,LW,Pau FC
258087,18,181,77,Argentina,LM,Club Atl茅tico Col贸n
259116,20,176,69,C么te d'Ivoire,RB,FC Lausanne-Sport
264237,19,181,72,Spain,"RB,CB",Valencia CF
242221,29,168,60,Saudi Arabia,"CAM,RM",Al Taawoun
262958,27,175,65,Japan,RM,FC Viktoria 1889 Berlin
235054,24,180,83,Australia,"LB,LWB,CB",Western United FC
255534,28,178,77,Morocco,LWB,Mj盲llby AIF
261422,18,185,75,C么te d'Ivoire,CB,FC Nordsj忙lland
216111,27,179,69,England,CM,Port Vale
256047,20,182,74,Switzerland,"ST,LW",FC Lugano
262704,27,192,86,Brazil,CB,CS Mioveni
215088,26,195,84,England,ST,Tranmere Rovers
226352,26,175,78,England,"CM,CDM",Northampton Town
260445,19,168,64,Bolivia,"CM,CDM,RM",Club Deportivo Guabir谩
241977,27,185,76,England,"ST,LM",Derry City
246877,21,175,70,Italy,"CAM,CM",Napoli
231634,30,196,83,Australia,"CB,CDM,CM",Macarthur FC
259025,21,170,64,Ghana,"CAM,RM",FC Luzern
257489,19,168,62,Mexico,"ST,CAM",Santos Laguna
251345,20,198,86,Scotland,GK,Norwich City
262865,20,184,71,Argentina,GK,Club Atl茅tico Banfield
262609,24,173,70,Turkey,"CDM,CM",GZT Giresunspor
261584,24,180,70,Japan,GK,Gamba Osaka
229328,24,180,73,Norway,RB,Mj酶ndalen IF
213712,26,178,74,Australia,LB,Newcastle Jets
258511,17,188,85,Turkey,GK,Be艧ikta艧 JK
257231,17,167,63,Japan,"LB,CB",Sagan Tosu
251855,19,184,70,France,"CM,CAM",Angers SCO
261326,20,175,70,Peru,"RW,LW",Universidad T茅cnica de Cajamarca
258509,21,178,70,Zambia,ST,SK Sturm Graz
191437,35,190,86,Saudi Arabia,GK,Abha Club
255693,22,176,79,Nigeria,CDM,Yukatel Kayserispor
244172,21,190,80,Germany,GK,SV Meppen
241099,24,182,81,Argentina,GK,Argentinos Juniors
152523,35,193,87,England,GK,Cheltenham Town
257482,20,194,84,Mexico,CB,CF Monterrey
251594,23,190,76,Denmark,"CM,CDM",FK Haugesund
244170,25,190,79,Slovenia,"CDM,CAM",Benevento
263882,19,185,73,Gambia,"LW,ST,CAM",SV Zulte Waregem
255272,18,168,55,United States,"LM,LWB",D.C. United
242984,23,178,67,Republic of Ireland,RM,Harrogate Town
248265,30,179,75,India,"RB,CB,LB",Mumbai City FC
261576,20,171,60,Colombia,RB,Club Deportes Tolima
261320,21,190,85,Peru,GK,Universidad T茅cnica de Cajamarca
263634,19,183,71,Portugal,CM,Vit贸ria de Guimar茫es
262096,18,174,70,England,"RM,LM,ST",Leeds United
252370,22,167,66,Chile,ST,CD Huachipato
264149,22,192,88,Argentina,GK,Uni贸n de Santa Fe
261336,19,179,67,England,"RW,RM,LM",Aston Villa
254680,20,184,75,Netherlands,"CM,CAM",RKC Waalwijk
262616,21,175,67,Brazil,RB,FC Arouca
243159,29,182,74,Palestine,ST,脰stersunds FK
240599,23,182,70,Scotland,ST,St. Johnstone FC
259026,20,175,67,Ecuador,"RM,CM",Independiente del Valle
222422,24,177,66,Scotland,"ST,LM",Dundee FC
243157,23,173,70,Mexico,CAM,Mazatl谩n Futbol Club
239573,25,184,84,Italy,GK,Lecce
228053,23,183,68,England,"ST,RW,LM",Morecambe
225237,23,176,77,Sweden,"CM,LW",IK Sirius
254934,20,173,67,Korea Republic,"CAM,ST",Suwon Samsung Bluewings
262613,27,185,79,Finland,ST,FC Viktoria 1889 Berlin
252883,20,189,76,Cyprus,"CDM,CM",Leyton Orient
257492,19,186,85,Portugal,GK,FC Pa莽os de Ferreira
263379,18,176,70,Austria,"CB,RB",FK Austria Wien
139475,36,193,81,England,"CDM,CB",Waterford FC
231379,24,194,78,Germany,CDM,FC W眉rzburger Kickers
247507,20,174,67,Germany,ST,Tranmere Rovers
258515,18,182,72,Republic of Ireland,ST,Huddersfield Town
263380,22,177,70,Austria,LB,TSV Egger Glas Hartberg
264148,20,175,72,Argentina,"CM,CAM",Platense
139476,36,183,77,England,GK,Colchester United
263386,28,188,80,England,RB,Sutton United
235479,27,189,75,Saudi Arabia,"LB,CB",Damac FC
264153,24,193,85,Italy,CB,Crotone
259027,19,182,72,Ecuador,"LB,RB",Independiente del Valle
256728,20,183,65,Equatorial Guinea,"CAM,LW",FC Nantes
253656,21,175,72,Bolivia,"LW,LM,RW",Club The Strongest
261335,18,175,62,England,"RB,RM",Swindon Town
257239,18,185,70,England,"CB,RB",Chelsea
264405,22,180,75,C么te d'Ivoire,CAM,CF Fuenlabrada
264663,18,172,70,Bolivia,LM,Club Always Ready
260822,19,188,92,Germany,GK,Viktoria K枚ln
258518,23,185,71,Senegal,"LB,ST",FC St. Gallen 1879
257238,18,173,64,England,LB,Newcastle United
251093,26,183,68,Scotland,LB,Livingston FC
235994,21,180,68,Northern Ireland,LB,Port Vale
264404,22,182,75,Ghana,CM,CF Fuenlabrada
251091,20,165,60,Saudi Arabia,"RW,LW",Al Batin
216794,25,188,76,Republic of Ireland,ST,Morecambe
264544,19,189,82,Colombia,CB,Club Deportes Tolima
242906,24,173,77,Ghana,"RB,RM",FC Dallas
259177,28,182,79,United States,"CM,CDM",Nashville SC
240747,21,186,81,England,CDM,Salford City
264555,22,177,70,Uruguay,"RM,RW",Club Atl茅tico Pe帽arol
255850,19,176,70,Japan,"LM,RM",Shonan Bellmare
252522,19,183,70,Netherlands,RW,PEC Zwolle
230762,25,172,64,Saudi Arabia,RB,Abha Club
224618,28,178,72,China PR,"CM,CDM",Shijiazhuang Ever Bright F.C.
261225,18,188,74,Netherlands,CB,Fortuna Sittard
251753,19,195,85,Austria,GK,SC Rheindorf Altach
264550,19,182,80,Colombia,RB,Club Independiente Santa Fe
263273,18,187,80,Germany,CB,FC St. Pauli
261224,18,180,73,Spain,LWB,Wolverhampton Wanderers
253800,22,178,69,Venezuela,CB,Aragua F煤tbol Club
252264,20,175,72,Turkey,"CAM,CF",Antalyaspor
261479,20,184,79,Ecuador,CB,Club Social y Deportivo Macar谩
254567,21,180,75,France,RWB,Rodez Aveyron Football
260966,19,170,60,Bolivia,"LW,LM",Club Deportivo Guabir谩
237677,23,178,66,Republic of Ireland,"LB,CB",Sligo Rovers
190061,31,190,85,Switzerland,GK,Servette FC
227182,24,173,73,Republic of Ireland,LB,Bohemian FC
227870,24,185,76,Norway,"RW,LW",Sandefjord Fotball
243923,20,188,87,France,CB,Toulouse Football Club
260897,19,170,65,Mauritania,"LM,RM",Aytemiz Alanyaspor
256033,20,188,80,Turkey,"LB,CDM",脟aykur Rizespor
253729,19,186,72,Republic of Ireland,"LM,ST,CAM",West Ham United
244001,22,191,76,Germany,GK,Holstein Kiel
255776,18,172,64,Poland,"CM,CDM",Lechia Gda艅sk
244000,22,190,81,Germany,CB,MSV Duisburg
242976,20,191,79,England,GK,Scunthorpe United
242464,20,183,65,Scotland,"ST,LW",Blackburn Rovers
235808,21,182,78,England,CB,Burnley
256799,19,182,75,Denmark,"ST,LW",Odense Boldklub
252191,21,165,62,Mexico,LM,Tigres U.A.N.L.
264223,18,188,86,Germany,CB,TSG Hoffenheim
257822,18,180,72,Turkey,"CM,CDM",Fatih Karag眉mr眉k S.K.
241694,23,178,70,Colombia,ST,Metropolitanos de Caracas FC
240486,27,176,75,Saudi Arabia,CB,Al Batin
261221,19,184,72,Chile,CAM,Club Deportivo Palestino
243539,20,184,77,Sweden,ST,IFK G枚teborg
257624,25,173,65,Nigeria,ST,Finn Harps
252509,19,171,69,Poland,"RM,LM",G贸rnik 艁臋czna
264285,21,195,85,Turkey,GK,Aytemiz Alanyaspor
256604,18,173,60,Colombia,CAM,Deportivo Cali
263772,20,181,68,Mexico,ST,Tigres U.A.N.L.
260443,18,168,78,Nigeria,"ST,RW",Club de Foot Montr茅al
208987,31,190,87,Saudi Arabia,GK,Al Hazem
263257,21,175,69,Poland,"RWB,RB,RM",Jagiellonia Bia艂ystok
242007,23,185,65,Republic of Ireland,"CB,RB",Carlisle United
257637,20,192,89,Germany,GK,FC Augsburg
203863,30,177,72,Argentina,"CAM,LW",Club Cerro Porte帽o
260182,21,183,76,Finland,"ST,LW",HJK Helsinki
259926,19,180,58,England,"ST,LW",Bristol City
234070,28,170,70,Saudi Arabia,"CDM,CM",Al Fateh
251477,19,187,76,Belgium,"CM,LB",N.E.C. Nijmegen
224853,24,187,78,Mexico,GK,F煤tbol Club Ju谩rez
264533,19,181,77,Bolivia,RW,Club Always Ready
257629,18,182,75,Poland,RB,艢l膮sk Wroc艂aw
259165,18,173,57,Germany,"CM,RB",RB Leipzig
263262,20,181,74,Poland,"RB,CB",G贸rnik 艁臋czna
254558,22,176,69,Romania,"RB,LB",Sepsi OSK Sf. Gheorghe
264549,18,185,82,Colombia,CB,Club Independiente Santa Fe
260452,19,175,66,Bolivia,CM,Club Deportivo Guabir谩
263268,18,176,68,France,LM,En Avant de Guingamp
260451,18,177,65,Bolivia,"CDM,CM",Club Deportivo Guabir谩
260195,17,193,80,Spain,"CAM,ST,CM",Getafe CF
243042,22,185,75,Germany,"CB,RB",Hallescher FC
226658,27,178,76,Lithuania,"LM,RM",FC Academica Clinceni
263522,19,182,72,England,"RW,LW",Brighton & Hove Albion
253793,20,190,82,Venezuela,CB,Deportivo T谩chira FC
264545,19,177,75,Colombia,"CAM,CM",Club Deportes Tolima
264033,22,180,71,France,"CDM,CB",Stade Brestois 29
260191,19,190,77,Spain,ST,Getafe CF
227679,24,174,72,Republic of Ireland,CM,Sligo Rovers
257374,23,182,84,Romania,GK,FC Farul Constan葲a
255070,19,180,82,Chile,"CAM,CM",Crotone
248019,20,192,82,Romania,GK,CS Mioveni
263488,20,181,72,Germany,"RM,RWB,ST",FC W眉rzburger Kickers
243410,24,178,70,Germany,"CM,CDM",SV Waldhof Mannheim 07
229192,23,175,65,England,"ST,RM",Shrewsbury Town
254279,19,183,76,Kosovo,"CDM,CM",Genoa
244551,21,194,99,Poland,GK,Radomiak Radom
216647,25,184,73,Korea Republic,ST,Suwon FC
264007,21,178,76,Norway,CDM,FK Haugesund
244550,19,174,71,Poland,"CAM,RM",Cracovia
233030,25,183,84,Argentina,GK,Atl茅tico Tucum谩n
260933,23,187,82,Turkey,GK,Gazi艧ehir Gaziantep F.K.
257348,19,183,78,Australia,"CDM,CM",Melbourne City FC
262980,18,181,79,Germany,ST,Hallescher FC
256320,23,185,88,Jamaica,CDM,Orlando City Soccer Club
252736,19,180,65,Sweden,RB,脰rebro SK
246592,22,180,78,Spain,CM,Getafe CF
206144,28,173,74,Republic of Ireland,ST,Drogheda United
262947,19,180,73,Korea Republic,CAM,SG Dynamo Dresden
262976,18,176,70,Germany,"LM,LB",FSV Zwickau
247359,24,195,85,Ghana,"CB,CDM",FC St. Gallen 1879
257342,23,197,80,Poland,GK,Hibernian
262974,20,185,79,Germany,"CM,LB",FC Erzgebirge Aue
262718,23,188,83,Argentina,GK,Milton Keynes Dons
261437,21,186,80,Croatia,"CB,CDM",1. FC N眉rnberg
260157,19,176,64,England,"RW,CAM,ST",Brentford
262728,22,180,76,Romania,"ST,LW",FC Voluntari
259144,19,184,78,Denmark,"LWB,LM",Aalborg BK
257745,29,187,81,Romania,"LM,RM",CS Mioveni
263241,21,171,70,Poland,RM,G贸rnik 艁臋czna
262739,20,184,83,Germany,ST,Borussia Dortmund II
242258,25,175,68,England,"CM,CAM",Fleetwood Town
261969,20,180,73,Peru,"CB,RB",Club Sporting Cristal
190033,31,187,77,Republic of Ireland,"CB,LB,RWB",Finn Harps
253521,23,176,70,Bolivia,LM,Club Atl茅tico Nacional Potos铆
255312,19,183,72,Scotland,LM,Crystal Palace
260943,19,178,74,France,ST,Le Havre AC
260431,22,175,72,Japan,"RM,LM",Vegalta Sendai
190031,33,183,74,Republic of Ireland,"CB,LB",Drogheda United
207951,26,183,75,England,ST,Sutton United
252749,21,182,76,Cameroon,CDM,KAS Eupen
264525,19,177,77,Colombia,"RW,ST",Deportivo Cali
261196,23,173,72,United States,RB,Minnesota United FC
256331,21,177,61,Saudi Arabia,"LB,LM",Al Shabab
240715,21,173,63,England,ST,Port Vale
262219,18,183,74,Netherlands,LB,FC Groningen
251978,21,181,70,Switzerland,"CM,CDM",Grenoble Foot 38
264522,19,175,70,Colombia,CDM,Deportivo Pasto
257865,24,193,77,Wales,CB,Barrow
256329,29,184,73,Saudi Arabia,"CB,CDM",Damac FC
233289,23,180,80,England,ST,Hartlepool United
259900,23,194,86,Germany,GK,FC St. Pauli
254011,18,186,80,Spain,CB,SD Huesca
260922,20,183,75,Benin,ST,Amiens SC
258618,21,172,64,France,"CM,RB",Stade Malherbe Caen
261575,20,173,68,Colombia,ST,Junior FC
263624,20,184,68,Belgium,"ST,LW",KSV Cercle Brugge
248264,23,169,68,India,"RB,LB",Kerala Blasters FC
227529,22,193,75,England,GK,Preston North End
247753,23,183,75,United States,ST,LA Galaxy
258505,19,172,67,Austria,"CM,CDM",FK Austria Wien
261321,19,170,65,Peru,"CAM,RW,LW",Universidad T茅cnica de Cajamarca
263114,18,186,75,France,CB,RC Strasbourg Alsace
260554,18,180,76,Germany,ST,VfL Bochum 1848
260810,18,180,71,Peru,CB,Universidad T茅cnica de Cajamarca
263116,19,191,88,Germany,GK,1. FSV Mainz 05
236748,30,179,82,Norway,LB,Kristiansund BK
263885,20,188,79,Belgium,"ST,CF",TSV Egger Glas Hartberg
264141,18,180,81,England,"CB,RB",Brighton & Hove Albion
253390,24,183,63,Honduras,ST,Real Salt Lake
260558,19,180,72,Germany,"RW,LW,CAM",Blackburn Rovers
228047,24,180,73,China PR,"CAM,LM,ST",Beijing Guoan FC
250831,18,183,79,England,GK,Reading
247248,21,192,74,Senegal,CB,Stade de Reims
255440,19,179,67,Japan,"RM,ST",Kashima Antlers
243153,22,170,68,Saudi Arabia,RB,Al Fayha
260038,21,173,69,Paraguay,LW,12 de Octubre FC
258758,19,188,77,Canada,"RW,ST",Sheffield Wednesday
243910,20,179,80,England,"RM,LM",FC Lausanne-Sport
208067,33,189,85,Korea Republic,GK,GwangJu FC
247866,19,193,80,Poland,GK,Legia Warszawa
264506,18,188,79,Canada,"CDM,CB,CM",OGC Nice
257081,19,192,78,Germany,CB,Hallescher FC
255033,22,181,79,United States,"RB,RWB,RM",Nashville SC
246841,22,182,81,Argentina,GK,Argentinos Juniors
252472,20,190,75,Colombia,CB,Club Independiente Santa Fe
246328,20,181,76,Germany,"CB,RB",SG Dynamo Dresden
238904,21,177,69,Poland,RM,艢l膮sk Wroc艂aw
262339,20,182,82,Argentina,"CB,RB",San Lorenzo de Almagro
215491,26,191,88,Poland,GK,Wis艂a Krak贸w
236742,22,183,70,Republic of Ireland,"LM,LW,ST",Drogheda United
262083,21,183,74,Argentina,"CAM,CM,LM",San Lorenzo de Almagro
202180,27,186,74,Republic of Ireland,ST,Wrexham AFC
228292,25,180,75,Northern Ireland,"CDM,CM",Derry City
255940,20,185,78,Norway,"CM,CDM",Sandefjord Fotball
258500,19,178,68,Bulgaria,"CAM,CM",SC Cambuur
262597,19,185,75,France,CB,Rodez Aveyron Football
255941,20,182,80,Australia,LB,Central Coast Mariners
256965,19,181,65,England,GK,Blackburn Rovers
260549,20,182,70,Ecuador,CB,Barcelona Sporting Club
255778,19,180,75,Switzerland,"CM,CDM",Grenoble Foot 38
245164,24,187,78,India,GK,Chennaiyin FC
252707,20,178,70,France,"RWB,RB",Vitesse
239006,21,183,68,Norway,CM,Kristiansund BK
253088,21,185,70,Poland,ST,Wis艂a Krak贸w
252320,20,182,75,Korea Republic,LB,SV Werder Bremen
240544,22,181,80,Switzerland,"CAM,CM,RM",Grasshopper Club Z眉rich
263584,27,180,74,Turkey,"RM,RW",Ataka艧 Hatayspor
259999,29,181,80,Ghana,ST,Halmstads BK
257183,20,183,73,Germany,CM,1. FC Heidenheim 1846
258974,20,171,73,Colombia,"RW,LM",Am茅rica de Cali
257437,19,189,75,Wales,"CAM,RW,LW",Cardiff City
264353,20,182,72,Uruguay,"CAM,ST",Club Atl茅tico Rentistas
257181,20,184,79,Bosnia and Herzegovina,CDM,1. FC Heidenheim 1846
259996,28,172,74,Ghana,"RB,RM",Halmstads BK
256156,22,185,82,Paraguay,GK,Club Libertad
252572,19,172,70,Turkey,LB,Fenerbah莽e SK
263068,19,171,64,Germany,"LW,RW",Hannover 96
258203,18,170,65,Bolivia,RW,Club Bol铆var
260506,27,180,75,North Macedonia,"ST,LW",FC Voluntari
256672,19,183,76,Republic of Ireland,"CB,LB",Bradford City
247202,21,183,75,France,GK,AS Nancy Lorraine
239222,22,188,74,England,CB,Barrow
261745,19,183,75,Germany,"RM,CF",FC Augsburg
262261,22,181,75,Romania,"CDM,CB,CM",Sepsi OSK Sf. Gheorghe
250996,21,193,82,Germany,ST,SV Waldhof Mannheim 07
261235,21,181,60,Ecuador,"CDM,RB",Independiente del Valle
243059,22,175,64,Colombia,CAM,La Equidad
237171,24,184,78,Colombia,GK,Deportivo Cali
259442,16,190,80,Netherlands,CB,PEC Zwolle
264562,18,179,75,Ecuador,"RB,CB",Sociedad Deportiva Aucas
191857,32,185,75,China PR,CB,Shijiazhuang Ever Bright F.C.
258978,18,174,67,France,ST,Le Havre AC
262769,28,178,75,Germany,RWB,TSV Havelse
