ID,Club,ClubNumber,ClubJoined
259722,Central Coast Mariners,14,2020
244362,SC Freiburg II,25,2019
238469,St. Patrick's Athletic,22,2021
263557,SC Paderborn 07,40,2021
193911,Hyderabad FC,40,2020
243347,FK Haugesund,4,2021
261239,Waterford FC,6,2021
260984,Chicago Fire Football Club,40,2020
264570,Club The Strongest,32,2020
260730,Inter Miami CF,28,2021
238715,Kalmar FF,21,2017
243836,Accrington Stanley,38,2019
254588,Liverpool,89,2019
257173,LA Galaxy,28,2020
262549,Royal Antwerp FC,27,2021
261780,Atlanta United,30,2021
246931,Hokkaido Consadole Sapporo,24,2019
244883,Al Ittihad,3,2020
258428,Rapid București,3,2021
262789,En Avant de Guingamp,1,2021
264573,Club Universitario de Deportes,28,2020
251261,Bristol Rovers,22,2021
263038,Eintracht Frankfurt,45,2021
264574,Deportivo La Guaira FC,28,2020
246142,Mjällby AIF,6,2021
260734,Odds BK,14,2021
227970,Changchun Yatai FC,25,2021
253314,Centro Atlético Fénix,3,2019
248707,Lillestrøm SK,42,2019
259203,SV Waldhof Mannheim 07,3,2020
261507,AC Mineros de Guayana,3,2020
262276,SC Cambuur,33,2020
256220,CD Huachipato,12,2019
263035,Wisła Płock,17,2021
254976,Suwon FC,24,2020
238813,Crewe Alexandra,20,2017
259039,Real Salt Lake,19,2021
222176,Guangzhou FC,13,2015
222432,Hebei FC,14,2018
251648,Everton,43,2019
251904,KV Oostende,94,2019
261120,Pohang Steelers,45,2020
231681,Cambridge United,25,2021
241921,Śląsk Wrocław,32,2017
260572,Kasimpaşa SK,28,2021
232927,Tokushima Vortis,29,2017
248798,Walsall,18,2019
259805,SK Sturm Graz,16,2020
235742,Exeter City,10,2021
260228,Brøndby IF,20,2021
243582,Waterford FC,7,2018
258688,Elche CF,28,2020
263809,KV Mechelen,39,2021
256234,Yokohama F. Marinos,32,2021
240769,Scunthorpe United,10,2019
262530,Seattle Sounders FC,34,2021
264580,West Ham United,51,2021
252906,Accrington Stanley,21,2019
263914,Derby County,41,2018
263402,AJ Auxerre,40,2021
255209,Puebla FC,26,2021
260584,Avispa Fukuoka,44,2021
253672,Odisha FC,1,2019
194791,Drogheda United,17,2021
251371,Clermont Foot 63,29,2019
247687,Pohang Steelers,3,2019
252550,Portsmouth,14,2021
261509,AC Mineros de Guayana,33,2021
248735,Hebei FC,30,2019
248294,FC Goa,21,2018
260510,Club Atlético Palmaflor,14,2021
261867,Deportivo La Guaira FC,12,2020
238205,Jamshedpur FC,30,2021
247033,IFK Norrköping,24,2021
264441,RZ Pellets Wolfsberger AC,20,2021
226296,Guangzhou City,11,2015
263160,Al Hazem,6,2021
260855,Kashima Antlers,26,2021
183031,Shijiazhuang Ever Bright F.C.,29,2020
239607,Tianjin Jinmen Tiger FC,39,2017
251124,Fútbol Club Juárez,21,2018
243188,Atlético Nacional,28,2020
248307,Hyderabad FC,10,2018
263922,Le Havre AC,16,2021
243696,Accrington Stanley,35,2021
222192,Dalian Professional Football Club,11,2016
260847,Kashima Antlers,29,2021
212719,Inter Miami CF,18,2021
260845,Yokohama F. Marinos,30,2021
257517,Sint-Truidense VV,35,2020
257261,Blackpool,25,2020
261612,Sanfrecce Hiroshima,44,2018
242558,Damac FC,51,2020
221815,Changchun Yatai FC,26,2021
262266,SC Cambuur,31,2020
264293,RC Strasbourg Alsace,38,2021
258410,Kerala Blasters FC,3,2020
255337,Fortuna Sittard,28,2020
253801,Aragua Fútbol Club,18,2019
260967,FC Academica Clinceni,12,2021
253031,Chennaiyin FC,8,2019
260710,SpVgg Greuther Fürth,29,2021
255846,Gangwon FC,13,2020
262246,Wisła Płock,16,2021
261477,AC Mineros de Guayana,31,2020
255843,Nagoya Grampus,24,2020
251001,Birmingham City,44,2019
263778,Lechia Gdańsk,79,2020
252257,Heracles Almelo,28,2021
259168,Chamois Niortais Football Club,16,2020
261471,Academia Puerto Cabello,25,2021
259678,SK Sturm Graz,31,2020
264286,Aytemiz Alanyaspor,88,2021
256861,IFK Göteborg,18,2020
244828,Mazatlán Futbol Club,33,2020
264284,Fatih Karagümrük S.K.,99,2021
261994,Los Angeles FC,26,2021
252011,Le Havre AC,34,2019
224620,Shanghai Port FC,18,2014
258668,St. Patrick's Athletic,19,2020
263033,Wisła Płock,70,2021
261240,Waterford FC,23,2021
257912,Gazişehir Gaziantep F.K.,90,2021
258297,FBC Melgar,25,2020
258421,FC Dinamo 1948 Bucureşti,75,2020
254324,Birmingham City,54,2021
264564,Club Sporting Cristal,32,2020
260979,Legia Warszawa,63,2021
255347,Vancouver Whitecaps FC,32,2020
264051,Reading,39,2020
262002,Vancouver Whitecaps FC,30,2021
261490,Suwon FC,99,2021
253041,Pau FC,26,2021
246129,Northampton Town,12,2018
263025,SC Freiburg II,15,2021
263024,Abha Club,13,2021
261487,AC Mineros de Guayana,30,2019
263023,SC Freiburg II,40,2021
254574,Chicago Fire Football Club,25,2019
248313,Bengaluru FC,4,2020
252167,Al Ain FC,8,2019
259577,Club Atlético de San Luis,28,2021
241360,Forest Green Rovers,17,2021
260395,Gangwon FC,66,2021
243667,Barnsley,46,2020
264659,Pogoń Szczecin,70,2021
248274,Jamshedpur FC,26,2020
263890,Wycombe Wanderers,35,2021
262354,US Quevilly Rouen Métropole,33,2019
258001,TSV 1860 München,32,2020
263889,Wycombe Wanderers,30,2021
259792,Club Independiente Santa Fe,6,2020
264655,Paris FC,33,2020
262342,SC Bastia,4,2019
264143,Örebro SK,20,2021
262606,GZT Giresunspor,29,2018
263629,Pachuca,31,2021
264396,HJK Helsinki,17,2021
253387,Al Ahli,2,2021
263626,Grenoble Foot 38,34,2021
256713,Dundee United,26,2019
244425,TSV Egger Glas Hartberg,8,2017
261574,Club Deportivo Palestino,24,2020
229931,Górnik Zabrze,70,2021
252970,Waterford FC,11,2021
245034,Shandong Taishan,32,2018
233770,Jeju United FC,6,2019
259870,FC Voluntari,99,2021
213535,FC Dallas,30,2018
240927,Newport County,21,2017
260383,BK Häcken,12,2021
219936,Al Hilal,30,2009
263713,Luton Town,38,2020
261410,Junior FC,31,2021
262179,Hannover 96,32,2019
259619,Club The Strongest,23,2020
263460,Yokohama F. Marinos,36,2021
253476,ATK Mohun Bagan FC,28,2021
263461,US Quevilly Rouen Métropole,34,2021
247077,FC Lugano,26,2021
224550,Dalian Professional Football Club,13,2014
255014,FC Lorient,16,2017
261158,SV Zulte Waregem,71,2021
254503,Royal Charleroi S.C.,15,2019
253736,Servette FC,22,2019
262697,Bruk-Bet Termalica Nieciecza,80,2021
240838,Rochdale,31,2016
260805,Crawley Town,35,2021
240890,Bristol Rovers,14,2017
228784,Al Fateh,87,2019
264117,Birmingham City,52,2021
263093,WSG Tirol,23,2021
261300,Drogheda United,19,2020
259508,FC Voluntari,40,2020
261298,Halmstads BK,24,2021
259250,St. Patrick's Athletic,18,2019
253106,Swansea City,19,2018
243890,Exeter City,21,2021
260272,FC Lausanne-Sport,80,2020
262576,APOEL Nicosia FC,89,2021
261315,Guayaquil City FC,40,2021
263599,Nîmes Olympique,33,2021
261038,Deportivo Pasto,31,2021
262830,Nashville SC,28,2021
258820,FC Flyeralarm Admira,22,2021
263685,West Bromwich Albion,33,2021
259078,Stabæk Fotball,14,2020
243546,Exeter City,29,2018
256263,Spartak Moskva,74,2019
242682,Finn Harps,7,2020
239798,Vejle Boldklub,21,2021
263351,Rapid București,44,2019
264375,CD Huachipato,29,2021
255159,Hannover 96,30,2019
239811,Daegu FC,31,2021
261314,Guayaquil City FC,33,2021
260802,Dundalk FC,13,2021
259266,Al Hazem,16,2021
254658,Çaykur Rizespor,99,2018
248770,Śląsk Wrocław,26,2021
262080,Kawasaki Frontale,32,2018
253374,Cheltenham Town,23,2021
241342,Tianjin Jinmen Tiger FC,32,2019
263870,Fortuna Düsseldorf,48,2021
263357,Viktoria Köln,36,2021
263356,Viktoria Köln,35,2021
243387,Mjällby AIF,35,2018
263611,AS Nancy Lorraine,34,2021
242874,Beijing Guoan FC,24,2020
263610,AS Nancy Lorraine,35,2020
258745,CD Lugo,27,2019
262328,CS Emelec,4,2017
256951,Crawley Town,23,2020
247898,FC Academica Clinceni,45,2020
260484,Club Nacional de Football,27,2017
263142,Dijon FCO,24,2021
263984,KV Oostende,18,2021
242994,Demir Grup Sivasspor,20,2020
263987,USL Dunkerque,17,2021
257944,Lechia Gdańsk,27,2021
245043,Qingdao FC,17,2018
263476,Hajduk Split,15,2021
233525,Odisha FC,16,2017
246681,Ipswich Town,16,2018
248473,West Ham United,49,2021
255130,FC Dallas,2,2020
263580,Eintracht Braunschweig,37,2021
263836,Club Deportivo Guadalajara,53,2021
261276,Drogheda United,22,2019
257508,Lincoln City,30,2020
244279,SV Waldhof Mannheim 07,41,2021
253496,Cardiff City,35,2020
264505,Burnley,39,2020
166713,St. Patrick's Athletic,21,2021
258873,Bristol Rovers,18,2020
254522,Mansfield Town,23,2019
248380,SønderjyskE,23,2019
246333,Tranmere Rovers,12,2021
260913,Sporting Kansas City,31,2021
261679,Sagan Tosu,21,2021
261693,Sporting Kansas City,48,2021
263983,SV Zulte Waregem,56,2021
238487,Queens Park Rangers,40,2017
247448,Philadelphia Union,22,2021
261027,Mjøndalen IF,30,2021
263076,SC Freiburg II,39,2021
246693,Longford Town,10,2016
261029,Mjällby AIF,2,2021
263334,Rodez Aveyron Football,26,2021
245160,Beijing Guoan FC,28,2021
261288,Longford Town,16,2017
257193,KV Mechelen,21,2020
252480,Watford,39,2021
238250,Incheon United FC,23,2020
254122,Hull City,32,2019
255658,Odds BK,17,2020
243373,Carlisle United,13,2019
262444,FC U Craiova 1948,17,2017
234796,Chamois Niortais Football Club,40,2021
260396,Gangwon FC,99,2021
250925,Wycombe Wanderers,31,2021
241454,Sunderland,12,2017
258606,Bristol Rovers,30,2018
259645,NorthEast United FC,66,2020
262206,Colchester United,21,2021
261526,Academia Puerto Cabello,29,2021
244306,Rochdale,15,2021
255824,Atlanta United,32,2019
262223,Eintracht Braunschweig,34,2021
261454,Viking FK,24,2021
250958,SC Freiburg II,30,2021
257869,St. Mirren,25,2020
252748,Sheffield Wednesday,15,2020
251980,FC Basel 1893,24,2019
247627,Jamshedpur FC,7,2021
234571,West Ham United,36,2019
255817,Sociedad Deportiva Aucas,23,2020
255559,Campionii FC Arges,23,2020
244294,Accrington Stanley,20,2020
242246,Al Hazem,41,2021
242245,Al Taawoun,7,2019
198469,Longford Town,6,2017
261700,FC Cincinnati,27,2021
254276,FC Twente,30,2019
253508,Kerala Blasters FC,25,2018
261698,Cerro Largo Fútbol Club,27,2021
262722,FC Midtjylland,50,2021
255809,Centro Atlético Fénix,14,2020
243025,FC Zürich,2,2018
251218,WSG Tirol,35,2021
222014,Al Tai,42,2020
239444,SG Dynamo Dresden,34,2017
253758,Gaz Metan Mediaş,6,2018
262719,FC Academica Clinceni,24,2021
228253,Abha Club,33,2019
262045,FC Metz,25,2021
243102,Dalian Professional Football Club,33,2018
253726,Mumbai City FC,4,2020
262941,K Beerschot VA,21,2021
255260,Centro Atlético Fénix,29,2020
245531,Mansfield Town,25,2017
262939,DSC Arminia Bielefeld,35,2021
261656,New York City FC,25,2021
248856,Seattle Sounders FC,75,2019
256534,Universidad Católica,3,2020
248597,América de Cali,31,2019
182037,Wuhan FC,8,2010
263445,SC Rheindorf Altach,22,2021
253972,Leyton Orient,17,2019
244056,Tromsø IL,20,2021
257367,Crawley Town,22,2020
229206,Sligo Rovers,4,2019
259924,Yokohama F. Marinos,37,2021
264343,Eintracht Frankfurt,47,2021
259753,Kasimpaşa SK,36,2020
239510,1. FC Köln,44,2021
257932,Melbourne Victory,26,2020
262420,FC U Craiova 1948,31,2020
264212,Go Ahead Eagles,14,2021
248711,Southampton,62,2018
256135,Sagan Tosu,39,2021
260743,Portland Timbers,26,2021
258696,Al Fayha,10,2020
261001,Avispa Fukuoka,25,2019
257163,Oud-Heverlee Leuven,20,2019
259723,Central Coast Mariners,23,2020
256396,FK Bodø/Glimt,26,2021
217231,Hyderabad FC,25,2019
243730,Hartlepool United,22,2020
261775,SV Ried,15,2021
260496,Incheon United FC,17,2021
263569,AC Ajaccio,40,2021
226450,Al Tai,1,2020
263315,SpVgg Greuther Fürth,41,2021
251283,Mansfield Town,15,2021
257427,Deportivo Toluca,30,2020
257428,Club Tijuana,17,2020
231172,Brisbane Roar,12,2021
254467,KSV Cercle Brugge,32,2019
257554,VfL Osnabrück,34,2020
260881,Drogheda United,21,2019
258050,Derby County,32,2019
262921,SC Freiburg II,29,2021
248292,Mumbai City FC,1,2021
262371,Sutton United,14,2019
234978,Swindon Town,26,2021
102881,AIK,13,2010
261344,Guayaquil City FC,22,2021
263392,PGE FKS Stal Mielec,17,2021
261342,Guayaquil City FC,21,2021
260829,Dundalk FC,1,2021
259549,Universidad Católica,12,2020
258056,Lincoln City,31,2019
264458,Al Shabab,37,2019
243728,Melbourne Victory,13,2018
241418,Beijing Guoan FC,15,2021
262668,SC Freiburg II,34,2021
263948,SV Ried,29,2021
242700,Changchun Yatai FC,24,2018
251660,Al Fayha,8,2021
255756,Philadelphia Union,13,2020
263437,Centro Atlético Fénix,28,2021
264461,Legia Warszawa,92,2020
247821,Strømsgodset IF,92,2018
203023,Derry City,20,2017
216214,Longford Town,32,2020
253760,Waterford FC,2,2019
264666,Adana Demirspor,30,2019
247000,St. Patrick's Athletic,11,2019
259988,Halmstads BK,12,2019
261331,Stoke City,43,2020
263892,KV Oostende,19,2021
263381,TSV Egger Glas Hartberg,19,2021
232149,Waterford FC,13,2021
262101,Sanfrecce Hiroshima,46,2021
263382,TSV Egger Glas Hartberg,4,2021
259288,Los Angeles FC,22,2020
260859,Urawa Red Diamonds,36,2021
233945,Dalian Professional Football Club,5,2020
253401,Sydney FC,21,2019
264411,Aston Villa,50,2021
262364,Sutton United,4,2020
264668,Fortuna Sittard,30,2021
263419,AJ Auxerre,33,2021
264443,Sarpsborg 08 FF,23,2021
263426,FC Sochaux-Montbéliard,23,2020
256513,Cardiff City,41,2019
264352,Aberdeen,35,2021
261525,Academia Puerto Cabello,2,2021
252835,Cheltenham Town,24,2019
213923,Doncaster Rovers,18,2020
231682,Sydney FC,20,2017
258721,SpVgg Greuther Fürth,39,2020
256417,FK Haugesund,27,2020
244129,Wycombe Wanderers,34,2020
264342,Eintracht Frankfurt,46,2021
257019,Paris FC,17,2020
259989,Halmstads BK,26,2019
248469,Southampton,63,2021
260350,Oita Trinita,24,2021
258302,Club Necaxa,94,2020
238076,San Jose Earthquakes,12,2021
230759,Longford Town,25,2021
244583,KV Mechelen,32,2020
255842,Nagoya Grampus,28,2020
262755,FC Viktoria 1889 Berlin,28,2021
261731,Shrewsbury Town,31,2021
256353,Brighton & Hove Albion,63,2020
262244,Cracovia,38,2020
262756,FC Viktoria 1889 Berlin,21,2021
257892,Sydney FC,30,2020
264294,Molde FK,51,2021
245090,VfL Osnabrück,21,2018
257138,Crawley Town,40,2019
259174,Damac FC,21,2020
247656,VfL Bochum 1848,34,2019
256375,IFK Norrköping,26,2020
257400,AIK,26,2020
235897,Al Batin,27,2015
262522,Wrexham AFC,27,2020
248187,Odense Boldklub,22,2019
251771,AC Mineros de Guayana,1,2021
256380,Varbergs BoIS FC,22,2019
264306,Gallos Blancos de Querétaro,91,2021
261501,Deportivo Cali,8,2021
246654,Brøndby IF,21,2021
255870,Pohang Steelers,38,2020
258929,St. Johnstone FC,5,2020
258928,Aston Villa,38,2018
256110,San Jose Earthquakes,16,2020
254830,Seraing,1,2020
263277,Al Fateh,15,2021
256620,Norwich City,47,2021
256108,Unión La Calera,12,2019
250988,Tianjin Jinmen Tiger FC,24,2019
257641,Warta Poznań,14,2014
248694,Torino F.C.,86,2020
256617,Karlsruher SC,27,2020
255849,Nagoya Grampus,22,2020
228989,Kerala Blasters FC,22,2019
264083,AJ Auxerre,11,2021
259455,Al Batin,6,2020
243273,Al Raed,74,2021
251819,Luton Town,39,2018
261032,Wolverhampton Wanderers,41,2021
257192,Odds BK,15,2020
247371,Waterford FC,10,2021
263243,Zagłębie Lubin,24,2021
260169,Feyenoord,49,2018
251465,SV Wehen Wiesbaden,31,2019
244553,SK Austria Klagenfurt,21,2021
229193,Hibernian,31,2021
262059,Cerro Largo Fútbol Club,1,2020
264009,IFK Norrköping,3,2021
262729,AFC UTA Arad,11,2021
254792,Damac FC,33,2019
256070,Colorado Rapids,45,2020
247622,West Ham United,44,2019
258373,Universitatea Craiova,36,2020
261543,Longford Town,20,2018
247719,Tianjin Jinmen Tiger FC,31,2016
256683,Plymouth Argyle,41,2020
245420,Al Faisaly,12,2020
261286,Longford Town,7,2019
263251,Free agent,,2021
263777,Warta Poznań,19,2021
263244,Zagłębie Lubin,27,2021
259149,Kasimpaşa SK,22,2020
260175,Fortuna Düsseldorf,42,2020
262224,Lillestrøm SK,25,2020
259920,Degerfors IF,18,2021
247889,Adelaide United,19,2020
262995,MSV Duisburg,25,2021
263507,Lechia Gdańsk,10,2021
243117,Tianjin Jinmen Tiger FC,11,2018
263859,Royale Union Saint-Gilloise,22,2021
252850,Sagan Tosu,27,2021
262322,TSG Hoffenheim,36,2021
255921,St. Mirren,27,2020
264112,Feyenoord,51,2021
245167,Odisha FC,39,2021
256174,Club Bolívar,13,2020
261293,Vålerenga Fotball,19,2020
263335,USL Dunkerque,37,2021
264358,Melbourne City FC,34,2021
262275,SC Cambuur,40,2021
217992,Finn Harps,10,2017
248203,Al Ahli,14,2019
262539,Viborg FF,30,2020
253066,Abha Club,16,2018
247434,Shamrock Rovers,25,2019
241033,Shrewsbury Town,21,2017
256392,VfB Stuttgart,27,2021
253064,Bengaluru FC,8,2019
242056,Perth Glory,19,2021
260486,Suwon Samsung Bluewings,66,2021
263057,Hajduk Split,33,2021
257158,IK Sirius,27,2020
240518,Al Fateh,4,2020
263302,Vejle Boldklub,33,2021
257157,Randers FC,40,2020
252549,Milton Keynes Dons,24,2019
248197,Mumbai City FC,23,2018
264069,FC Sion,39,2019
263301,CD Leganés,30,2020
231567,SC East Bengal FC,23,2020
252306,Derry City,19,2021
262310,Club Olimpia,37,2019
252061,Derry City,29,2019
261285,Longford Town,5,2018
248741,Livingston FC,1,2018
236453,Chennaiyin FC,28,2017
263333,Rodez Aveyron Football,17,2021
258724,Rochdale,24,2019
247715,Daegu FC,25,2021
263842,Odense Boldklub,17,2021
263073,1. FC Kaiserslautern,38,2021
257435,Cardiff City,36,2020
253078,Al Faisaly,2,2019
241307,Hebei FC,26,2016
245146,Deportivo Pasto,4,2021
234393,Queens Park Rangers,27,2020
260503,Piast Gliwice,15,2021
258711,Al Batin,16,2019
237975,Shamrock Rovers,6,2021
263831,Seraing,29,2019
263575,SV Darmstadt 98,38,2021
248673,FC Farul Constanța,77,2021
264138,Amiens SC,30,2021
256864,Shrewsbury Town,19,2020
264440,Borussia Dortmund II,3,2021
263152,Damac FC,19,2021
257264,IFK Göteborg,29,2020
244465,Livingston FC,23,2017
252659,Incheon United FC,31,2019
260852,Hokkaido Consadole Sapporo,45,2021
263157,FC Basel 1893,6,2021
248310,Hyderabad FC,27,2018
255990,Waterford FC,14,2019
264695,Cardiff City,42,2020
261727,Waterford FC,21,2021
263417,AJ Auxerre,26,2021
248251,Hyderabad FC,18,2020
254713,Club Nacional,32,2018
257787,KV Mechelen,37,2020
248830,SV Ried,33,2021
251390,SV Darmstadt 98,39,2019
261118,Pohang Steelers,33,2020
264191,IF Elfsborg,2,2021
264703,LDU Quito,26,2021
263424,FC Sochaux-Montbéliard,24,2021
252160,KV Kortrijk,16,2019
264193,AFC Bournemouth,43,2019
260846,Shonan Bellmare,28,2021
261869,Montevideo City Torque,14,2020
261099,IF Elfsborg,22,2021
254699,Jagiellonia Białystok,44,2019
239803,Mjällby AIF,18,2021
264379,Wigan Athletic,35,2021
248250,Jamshedpur FC,6,2020
264634,Montevideo City Torque,30,2021
262841,VfL Osnabrück,27,2021
242872,Chongqing Liangjiang Athletic,20,2018
248246,Chennaiyin FC,24,2021
262837,SC Freiburg II,35,2021
250804,Queens Park Rangers,32,2021
263348,Rapid București,16,2021
264371,West Bromwich Albion,42,2021
263652,FC Lausanne-Sport,51,2020
250853,Silkeborg IF,6,2019
244966,Al Hazem,8,2020
258023,Aalborg BK,24,2020
240104,FC St. Gallen 1879,26,2019
260585,Al Batin,55,2020
231146,Al Fateh,22,2014
261098,IF Elfsborg,29,2021
263403,Al Tai,7,2019
233451,Tianjin Jinmen Tiger FC,8,2016
256514,Cardiff City,47,2019
258562,FC Botoşani,21,2020
262916,FC Flyeralarm Admira,14,2021
260885,Colchester United,30,2020
263702,Seattle Sounders FC,32,2021
260375,Östersunds FK,29,2020
263961,FC Lokomotiv Moscow,53,2020
260633,Gangwon FC,30,2021
264474,Górnik Łęczna,17,2021
253722,FC Goa,11,2018
246043,Daegu FC,38,2018
260379,Kalmar FF,14,2021
221980,Changchun Yatai FC,13,2021
255004,Kalmar FF,30,2020
243485,Deportivo Pasto,34,2019
257053,1. FC Saarbrücken,32,2018
235806,U.S. Sassuolo Calcio,24,2017
262175,Al Ain FC,70,2021
263969,Grasshopper Club Zürich,59,2020
233505,Millwall,13,2016
263459,Racing Club de Lens,37,2021
208932,Abha Club,1,2020
252709,Suwon Samsung Bluewings,20,2019
264486,SC East Bengal FC,6,2021
252198,Ulsan Hyundai FC,15,2019
263446,SC Rheindorf Altach,29,2021
260373,Abha Club,90,2021
253700,NorthEast United FC,17,2021
259348,Abha Club,15,2021
257028,WSG Tirol,11,2020
260612,Varbergs BoIS FC,21,2021
248327,NorthEast United FC,4,2018
262920,Karlsruher SC,40,2021
261384,Central Coast Mariners,25,2021
258569,Fleetwood Town,39,2021
258828,Milton Keynes Dons,22,2020
264205,LDU Quito,32,2021
248334,FC Goa,22,2020
257294,Seattle Sounders FC,37,2020
240400,FC Lugano,95,2017
248592,CS Mioveni,80,2021
250897,Gazişehir Gaziantep F.K.,71,2018
256529,Universidad Católica,28,2020
247058,Fortuna Sittard,41,2018
256786,Rochdale,19,2018
260882,Drogheda United,20,2018
246291,Djurgårdens IF,22,2021
252435,Huddersfield Town,33,2019
256787,AJ Auxerre,23,2020
254740,Club River Plate Asunción,28,2019
246715,Bengaluru FC,16,2021
259319,Club Atlético Rentistas,2,2021
250811,Leyton Orient,25,2019
261459,SV Darmstadt 98,35,2020
241471,Hebei FC,7,2017
241983,Aberdeen,23,2017
246849,Houston Dynamo,25,2021
260929,Southampton,52,2020
247874,D.C. United,22,2019
263747,Urawa Red Diamonds,42,2021
264003,D.C. United,35,2021
254275,Mjällby AIF,24,2018
263236,FC Viktoria 1889 Berlin,15,2021
263492,FC Farul Constanța,15,2021
263748,FC St. Gallen 1879,31,2021
264277,Royal Charleroi S.C.,32,2021
261420,Oldham Athletic,34,2021
261973,New York City FC,32,2021
248406,FC Voluntari,36,2019
245847,Universidad Católica,4,2020
252505,Warta Poznań,33,2021
247899,FC Dinamo 1948 Bucureşti,29,2019
254811,Scunthorpe United,13,2019
261467,Academia Puerto Cabello,22,2021
257628,Djurgårdens IF,27,2020
260700,Club Atlético Rentistas,28,2021
252253,SV Ried,26,2021
256606,Deportivo Cali,15,2020
259644,Brøndby IF,34,2020
256060,Sligo Rovers,9,2020
264252,BK Häcken,13,2021
261819,Club Atlético de San Luis,94,2021
236328,Crawley Town,13,2019
263464,SK Sturm Graz,26,2021
256551,CD Huachipato,18,2020
259622,Club The Strongest,1,2020
263140,Al Fateh,77,2021
256557,Club de Deportes Cobresal,12,2019
262960,Aalborg BK,32,2021
245040,Chongqing Liangjiang Athletic,6,2021
262450,FC U Craiova 1948,16,2019
264242,Vitesse,48,2021
243506,Shenzhen FC,24,2019
254002,Walsall,19,2019
257842,Al Ahli,17,2020
263731,SV Wehen Wiesbaden,40,2021
259379,Al Batin,50,2020
261683,Club Atlético Peñarol,28,2021
261684,Cerro Largo Fútbol Club,7,2021
253749,Chongqing Liangjiang Athletic,28,2019
254518,Mjällby AIF,21,2019
262967,Puebla FC,29,2021
261688,Orlando City Soccer Club,28,2021
211258,Al Batin,1,2019
257339,Piast Gliwice,2,2021
264287,Aytemiz Alanyaspor,5,2021
253483,Chelsea,45,2019
259542,FBC Melgar,33,2020
257490,Newcastle Jets,27,2020
233689,IFK Norrköping,29,2016
239320,Sutton United,13,2020
257495,Melbourne Victory,25,2020
263895,Al Tai,17,2019
257991,Morecambe,23,2020
247766,Brisbane Roar,28,2019
262614,FC Viktoria 1889 Berlin,18,2020
258004,TSV 1860 München,21,2020
263632,Galatasaray SK,24,2021
263388,Free agent,,2019
263887,1. FC Köln,40,2021
257742,CS Mioveni,12,2014
257997,Djurgårdens IF,26,2020
250829,Queens Park Rangers,44,2018
264653,FC Groningen,39,2021
258508,FC Nordsjælland,21,2020
257996,PFC CSKA Moscow,45,2020
263371,Accrington Stanley,18,2021
264154,Crotone,5,2021
258780,Karlsruher SC,28,2020
264137,Amiens SC,36,2021
260548,Real Salt Lake,24,2021
248252,Bengaluru FC,7,2021
258237,Molde FK,32,2021
258749,Colchester United,34,2020
138431,Sligo Rovers,30,2021
260544,Warta Poznań,30,2021
260545,Philadelphia Union,34,2020
262851,Hartlepool United,12,2020
257475,Henan Songshan Longmen FC,1,2018
261573,Aarhus GF,23,2021
263902,Al Tai,22,2019
263395,VfL Osnabrück,19,2021
258530,Coventry City,46,2020
240866,Crystal Palace,43,2020
248289,Odisha FC,22,2018
240609,Exeter City,9,2017
261088,Lech Poznań,74,2021
263391,PGE FKS Stal Mielec,16,2021
243166,Ross County FC,24,2021
258249,Jagiellonia Białystok,39,2020
241401,Barrow,22,2020
222200,Qingdao FC,23,2016
261375,Chelsea,36,2021
263679,FC Cincinnati,29,2021
263934,AFC Wimbledon,36,2021
258813,Atlanta United,28,2020
257788,KV Mechelen,22,2020
264444,Leyton Orient,30,2021
259834,Club Bolívar,16,2020
257529,Al Hazem,15,2020
248569,Brighton & Hove Albion,54,2019
260853,Vissel Kobe,27,2021
260856,Kashima Antlers,34,2021
233681,Guangzhou FC,1,2016
263364,FC Nordsjælland,33,2021
264644,Fleetwood Town,32,2021
248290,Odisha FC,15,2018
256482,Salford City,24,2020
248291,FC Goa,32,2019
258532,Wolverhampton Wanderers,53,2020
261604,FC Cincinnati,20,2021
263397,Independiente del Valle,20,2021
248293,FC Goa,37,2017
263656,Servette FC,24,2021
264168,SG Dynamo Dresden,41,2021
244712,Toronto FC,90,2021
250856,SC East Bengal FC,80,2021
255208,Adelaide United,33,2021
222185,Dalian Professional Football Club,26,2014
258793,Dundee United,14,2020
261353,FC Farul Constanța,22,2021
262379,Orlando City Soccer Club,26,2020
234477,Longford Town,9,2021
248301,Odisha FC,21,2020
262640,Portsmouth,22,2021
248304,Hyderabad FC,29,2021
256497,Bristol Rovers,23,2019
263666,Gallos Blancos de Querétaro,28,2021
254962,Inter Miami CF,27,2019
260851,Kawasaki Frontale,30,2021
261108,Lech Poznań,43,2021
229365,Longford Town,2,2020
245493,Abha Club,98,2020
257249,Śląsk Wrocław,16,2021
263137,RZ Pellets Wolfsberger AC,21,2021
256221,CD Huachipato,21,2020
257741,CS Mioveni,1,2021
261572,Shimizu S-Pulse,39,2018
263621,Adana Demirspor,16,2020
257221,SønderjyskE,16,2020
263622,Colchester United,43,2021
242630,Longford Town,8,2020
251590,Wolverhampton Wanderers,42,2018
256200,Independiente del Valle,40,2020
258248,Pogoń Szczecin,80,2020
258761,Oldham Athletic,29,2020
260809,FC Lugano,11,2021
255178,LA Galaxy,12,2020
262860,Viking FK,40,2021
244943,Göztepe SK,24,2018
222173,Chongqing Liangjiang Athletic,15,2020
259279,FC Cincinnati,30,2020
240592,Middlesbrough,36,2017
260305,AFC UTA Arad,31,2021
261585,Orlando City Soccer Club,32,2021
