ID,FullName,ValueEUR,WageEUR,ClubPosition,ClubNumber,NationalTeam,PreferredFoot,IntReputation,AttackingWorkRate,DefensiveWorkRate
262794,Oliver Sonne,350000,1000,RES,5,Not in team,Right,1,Medium,Medium
263050,Julian Turi,375000,950,RES,19,Not in team,Right,1,Medium,Medium
257425,Gustavo Gutiérrez,275000,2000,SUB,12,Not in team,Right,1,Medium,Medium
237969,Shane Blaney,350000,500,SUB,14,Not in team,Left,1,Medium,High
263313,Paul Mensah,325000,2000,RES,90,Not in team,Right,1,Medium,Medium
262289,Ben Old,375000,500,SUB,8,Not in team,Left,1,Medium,Medium
257679,Bartłomiej Mruk,375000,750,RES,6,Not in team,Left,1,Medium,Medium
232325,Muteb Al Mutlaq,350000,2000,SUB,40,Not in team,Right,1,Medium,Medium
234499,Pedro Sánchez,375000,600,SUB,19,Not in team,Right,1,Medium,Medium
262030,Sami Guediri,230000,1000,SUB,35,Not in team,Left,1,High,Medium
259445,Wilson Harris,375000,1000,SUB,96,Not in team,Right,1,High,Medium
258446,Matthéo Xantippe,400000,550,SUB,33,Not in team,Left,1,Medium,High
256141,Aeron Zinga,375000,950,RES,33,Not in team,Right,1,Medium,Medium
252813,Dong Ryul Lee,400000,1000,RW,37,Not in team,Left,1,High,Low
243596,Niall Morahan,350000,500,SUB,8,Not in team,Right,1,Medium,Medium
264588,Luis Miguel Marquines,375000,500,SUB,12,Not in team,Right,1,Medium,Medium
263052,Zaki Oualah,150000,1000,SUB,31,Not in team,Right,1,Medium,Medium
247179,Leon Müller,400000,2000,RES,34,Not in team,Right,1,Medium,Medium
259722,Daniel Bouman,375000,500,SUB,14,Not in team,Right,1,Medium,Medium
244362,Lars Hunn,325000,550,RES,25,Not in team,Right,1,Medium,Medium
238469,Jak Hickman,350000,550,RES,22,Not in team,Right,1,High,Medium
263557,Justus Henke,325000,2000,RES,40,Not in team,Right,1,Medium,High
193911,Subrata Paul,30000,500,SUB,40,Not in team,Right,1,Medium,Medium
243347,Anders Bærtelsen,375000,550,SUB,4,Not in team,Right,1,Medium,Medium
261239,Kyle Ferguson,350000,500,SUB,6,Not in team,Right,1,Medium,High
260984,Brian Gutiérrez,450000,500,SUB,40,Not in team,Right,1,Medium,Medium
264570,José Alfredo Flores,400000,500,RM,32,Not in team,Right,1,Medium,Medium
260730,Edison Azcona,400000,500,RES,28,Not in team,Right,1,Medium,Medium
238715,Edvin Crona,400000,650,SUB,21,Not in team,Right,1,Medium,Medium
243836,Yeboah Amankwah,400000,700,SUB,38,Not in team,Right,1,Medium,Medium
254588,Billy Koumetio,500000,3000,RES,89,Not in team,Left,1,Medium,Medium
257173,Kai Koreniuk,375000,1000,RES,28,Not in team,Left,1,Medium,Medium
262549,Abderahmane Soussi,375000,1000,RES,27,Not in team,Right,1,High,Medium
261780,Machop Chol,325000,1000,RES,30,Not in team,Right,1,Medium,Medium
246931,Toya Nakamura,325000,750,RES,24,Not in team,Right,1,Medium,Medium
244883,Abdulrahman Al Yami,325000,6000,SUB,3,Not in team,Right,1,Medium,Low
258428,Luca Florică,375000,500,RES,3,Not in team,Left,1,High,Medium
262789,Hugo Barbet,300000,750,RES,1,Not in team,Right,1,Medium,Medium
264573,Yamir Ruidíaz,400000,500,RES,28,Not in team,Right,1,Medium,Medium
251261,Harvey Saunders,250000,2000,SUB,22,Not in team,Right,1,Medium,Medium
263038,Martin Pečar,375000,1000,RES,45,Not in team,Right,1,Medium,Medium
264574,Carlos Augusto Rojas,425000,500,RES,28,Not in team,Left,1,Medium,Medium
246142,Magnus Finne Wørts,375000,550,SUB,6,Not in team,Right,1,Medium,Medium
260734,Conrad Wallem,375000,800,SUB,14,Not in team,Right,1,Medium,Medium
227970,Peng Wang,160000,2000,SUB,25,Not in team,Right,1,Medium,Medium
253314,Jonathan Toledo,190000,500,CB,3,Not in team,Right,1,Low,Low
248707,Philip Slørdahl,325000,650,SUB,42,Not in team,Right,1,Medium,Medium
259203,Emmanuel Léonce Kouadio,350000,650,RES,3,Not in team,Right,1,High,Medium
261507,José González,400000,500,SUB,3,Not in team,Right,1,Low,High
262276,Jhondly van der Meer,375000,700,SUB,33,Not in team,Right,1,Medium,Medium
256220,Martín Parra,300000,650,SUB,12,Not in team,Right,1,Medium,Medium
263035,Marcel Błachewicz,375000,500,LWB,17,Not in team,Left,1,Medium,Medium
254976,Jung Ho Jeon,400000,950,RES,24,Not in team,Right,1,Medium,Medium
238813,Josh Lundstram,375000,2000,SUB,20,Not in team,Right,1,Medium,Medium
259039,Bode Davis,400000,800,RES,19,Not in team,Left,1,High,High
222176,Weiguo Liu,130000,3000,SUB,13,Not in team,Right,1,Medium,Medium
222432,Gang Feng,160000,2000,SUB,14,Not in team,Right,1,Medium,Medium
251648,Einar Iversen,400000,8000,RES,43,Not in team,Right,1,Medium,Medium
251904,Jordy Schelfhout,300000,1000,SUB,94,Not in team,Left,1,Medium,Medium
261120,Samuel Pungi,325000,950,SUB,45,Not in team,Right,1,Medium,Medium
231681,Will Mannion,275000,1000,SUB,25,Not in team,Right,1,Medium,Medium
241921,Sebastian Bergier,375000,1000,RES,32,Not in team,Right,1,Medium,Low
260572,Furkan Külekçi,425000,2000,SUB,28,Not in team,Right,1,Medium,Medium
232927,Koki Matsuzawa,140000,700,RES,29,Not in team,Right,1,Medium,Medium
248798,Tom Leak,325000,2000,SUB,18,Not in team,Right,1,Medium,Medium
259805,Sandro Schendl,425000,1000,SUB,16,Not in team,Right,1,Medium,Medium
235742,Sam Nombe,375000,2000,ST,10,Not in team,Right,1,Medium,Medium
260228,Oskar Fallenius,350000,2000,RES,20,Not in team,Right,1,Medium,Medium
243582,Shane Griffin,300000,500,CDM,7,Not in team,Right,1,Medium,Medium
258688,Lluis Andreu Ruiz,275000,1000,RES,28,Not in team,Right,1,Medium,Medium
263809,Milan Robberechts,350000,500,SUB,39,Not in team,Left,1,Medium,Medium
256234,Tomoki Tagawa,325000,500,RES,32,Not in team,Right,1,Medium,Medium
240769,Jordan Hallam,325000,2000,SUB,10,Not in team,Right,1,Medium,Medium
262530,Andrew Thomas,250000,850,RES,34,Not in team,Right,1,Medium,Medium
264580,Daniel Chesters,350000,5000,RES,51,Not in team,Right,1,Medium,Medium
252906,Harry Perritt,300000,700,SUB,21,Not in team,Right,1,Medium,Medium
263914,Eiran Cashin,325000,1000,RES,41,Not in team,Left,1,Low,High
263402,Théo De Percin,275000,600,RES,40,Not in team,Right,1,Medium,Medium
255209,Ivo Vázquez,300000,1000,LB,26,Not in team,Left,1,Medium,Medium
260584,Kimiya Moriyama,325000,500,RES,44,Not in team,Right,1,Medium,Medium
253672,Arshdeep Singh,275000,500,GK,1,Not in team,Right,1,Medium,Medium
194791,Ronan Murray,140000,550,RM,17,Not in team,Right,1,High,Low
251371,Naël Jaby,275000,2000,RES,29,Not in team,Left,1,Medium,Medium
247687,Kwang Jun Lee,170000,1000,SUB,3,Not in team,Right,1,Low,Medium
252550,Jayden Reid,350000,2000,RES,14,Not in team,Right,1,Medium,Medium
261509,Ángel Lezama,425000,500,SUB,33,Not in team,Right,1,Low,High
248735,Yaxiong Bao,240000,1000,GK,30,Not in team,Right,1,Medium,Medium
248294,Saviour Gama,275000,500,LB,21,Not in team,Left,1,High,Medium
260510,Hernando Araúz,325000,500,SUB,14,Not in team,Left,1,Medium,Medium
261867,Carlos González,190000,500,RES,12,Not in team,Left,1,Medium,Medium
238205,Anas Edathodika,45000,500,CB,30,Not in team,Right,1,Medium,Medium
247033,Wille Jakobsson,275000,500,SUB,24,Not in team,Right,1,Medium,Medium
264441,Augustine Boakye,325000,2000,RES,20,Not in team,Left,1,High,Medium
226296,Chugui Ye,170000,3000,RES,11,Not in team,Right,1,Medium,High
263160,Ahmed Al Jowayed,160000,3000,SUB,6,Not in team,Right,1,Medium,Medium
260855,Naoki Sutoh,350000,600,RES,26,Not in team,Right,1,Medium,Medium
183031,Feng Han,15000,750,SUB,29,Not in team,Right,1,Medium,Medium
239607,Zhen Cong,220000,2000,SUB,39,Not in team,Right,1,Medium,Medium
251124,Francisco Nevarez,325000,1000,RES,21,Not in team,Right,1,Low,Medium
243188,Hayen Palacios,350000,500,SUB,28,Not in team,Right,1,Medium,Medium
248307,Mohammed Yasir,325000,500,CAM,10,Not in team,Left,1,High,Medium
263922,Mohamed Koné,300000,500,RES,16,Not in team,Right,1,Medium,Medium
243696,Jack Nolan,350000,800,SUB,35,Not in team,Left,1,Medium,Medium
222192,Guowen Sun,150000,2000,SUB,11,Not in team,Right,1,Medium,High
260847,Tomoki Hayakawa,250000,1000,RES,29,Not in team,Right,1,Medium,Medium
212719,Dylan Castanheira,160000,1000,RES,18,Not in team,Right,1,Medium,Medium
260845,Shunsuke Hirai,350000,550,RES,30,Not in team,Right,1,Medium,Medium
257517,Wim Vanmarsenille,325000,500,RES,35,Not in team,Right,1,Medium,Medium
257261,Cameron Antwi,325000,1000,RES,25,Not in team,Right,1,Medium,Medium
261612,Taishi Semba,325000,1000,RES,44,Not in team,Right,1,Medium,Medium
242558,Ramzi Solan,325000,3000,RES,51,Not in team,Right,1,Medium,Medium
221815,Chaosheng Yang,150000,2000,SUB,26,Not in team,Right,1,Medium,Medium
262266,Brett Minnema,275000,500,RES,31,Not in team,Right,1,Medium,Medium
264293,Habib Diarra,425000,500,RES,38,Not in team,Right,1,Medium,Medium
258410,Sandeep Singh,170000,500,SUB,3,Not in team,Right,1,Medium,Medium
255337,Ryan Johansson,350000,3000,RES,28,Not in team,Right,1,Medium,Medium
253801,Andrés Farreras,300000,500,SUB,18,Not in team,Right,1,Medium,Medium
260967,Aurelian Păun,325000,600,GK,12,Not in team,Right,1,Medium,Medium
253031,Edwin Sydney Vanspaul,130000,500,SUB,8,Not in team,Right,1,Medium,Medium
260710,Elias Kratzer,300000,2000,RES,29,Not in team,Right,1,Medium,Low
255846,Min Woo Jung,325000,1000,SUB,13,Not in team,Right,1,Medium,Medium
262246,Bartosz Zynek,300000,650,RES,16,Not in team,Right,1,Medium,Medium
261477,Jorbert Trillo,325000,500,CB,31,Not in team,Right,1,Medium,Medium
255843,Ryotaro Ishida,350000,650,SUB,24,Not in team,Right,1,Medium,Medium
251001,Caolán Boyd-Munce,325000,3000,RES,44,Not in team,Left,1,High,Medium
263778,Kacper Sezonienko,375000,700,SUB,79,Not in team,Right,1,Medium,Medium
252257,Robin Jalving,275000,700,RES,28,Not in team,Right,1,Medium,Medium
259168,Yanis Maronne,300000,500,SUB,16,Not in team,Right,1,Medium,Medium
261471,Gabriel Reyes,325000,500,SUB,25,Not in team,Right,1,Medium,Medium
259678,Luka Marić,325000,500,SUB,31,Not in team,Right,1,Medium,Medium
264286,Yusuf Özdemir,300000,2000,RES,88,Not in team,Left,1,Medium,Medium
256861,Isak Dahlqvist,350000,550,SUB,18,Not in team,Right,1,Medium,Medium
244828,Ricardo Gutiérrez,170000,1000,SUB,33,Not in team,Right,1,Medium,Medium
264284,Rayyan Baniya,300000,2000,RES,99,Not in team,Right,1,Low,Medium
261994,Cal Jennings,300000,1000,SUB,26,Not in team,Right,1,High,Medium
252011,Daylam Meddah,325000,550,SUB,34,Not in team,Right,1,Medium,Medium
224620,Yi Zhang,150000,4000,RES,18,Not in team,Right,1,Medium,Medium
258668,Nahum Melvin-Lambert,325000,2000,SUB,19,Not in team,Right,1,Medium,Medium
263033,Michał Oczkowski,300000,550,RES,70,Not in team,Right,1,Medium,Medium
261240,Prince Mutswunguma,210000,500,ST,23,Not in team,Left,1,High,High
257912,Berke Gürbüz,325000,850,RES,90,Not in team,Right,1,Medium,Low
258297,Jefferson Cáceres,350000,500,SUB,25,Not in team,Right,1,Medium,Medium
258421,Costin Amzar,350000,500,SUB,75,Not in team,Left,1,Medium,Medium
254324,Keyendrah Simmonds,350000,3000,RES,54,Not in team,Right,1,High,Low
264564,Leonardo Díaz,375000,500,RES,32,Not in team,Left,1,Medium,Medium
260979,Jakub Kisiel,350000,500,RES,63,Not in team,Right,1,Medium,Medium
255347,Patrick Metcalfe,275000,1000,SUB,32,Not in team,Right,1,Medium,Medium
264051,Jahmari Clarke,350000,950,SUB,39,Not in team,Right,1,High,Medium
262002,Kamron Habibullah,450000,500,RES,30,Not in team,Right,1,High,Low
261490,Young Joon Lee,450000,500,SUB,99,Not in team,Right,1,High,Medium
253041,Jean Lambert Evan's,325000,850,SUB,26,Not in team,Left,1,Medium,Medium
246129,Scott Pollock,375000,2000,SUB,12,Not in team,Right,1,Medium,High
263025,Lars Kehl,350000,550,SUB,15,Not in team,Right,1,Medium,Medium
263024,Mohammed Al Kunaydiri,325000,1000,SUB,13,Not in team,Left,1,Medium,Medium
261487,Victor Navas,325000,500,SUB,30,Not in team,Right,1,Medium,Medium
263023,Niklas Sauter,300000,500,GK,40,Not in team,Right,1,Medium,Medium
254574,Nicholas Slonina,350000,900,RES,25,Not in team,Right,1,Medium,Medium
248313,Pratik Chaudhari,100000,500,SUB,4,Not in team,Right,1,Medium,Medium
252167,Ali Eid,325000,500,SUB,8,Not in team,Right,1,Medium,Low
259577,Luis Calzadilla,325000,2000,SUB,28,Not in team,Right,1,Medium,Medium
241360,Opi Edwards,325000,3000,SUB,17,Not in team,Right,1,Medium,Medium
260395,Dae Woo Kim,300000,1000,SUB,66,Not in team,Right,1,Medium,Medium
243667,Cameron Thompson,350000,6000,RES,46,Not in team,Right,1,Medium,Medium
264659,Dawid Rezaeian,325000,750,SUB,70,Not in team,Right,1,Medium,Medium
248274,Laldinliana Renthlei,300000,500,RB,26,Not in team,Right,1,Medium,Medium
263890,Max Ram,325000,1000,RES,35,Not in team,Right,1,Medium,Medium
262354,Johan Rotsen,210000,950,SUB,33,Not in team,Right,1,Medium,Medium
258001,Maxim Gresler,350000,500,RES,32,Not in team,Left,1,High,Medium
263889,Tyla Dickinson,300000,850,RES,30,Not in team,Right,1,Medium,Medium
259792,Jersson González,300000,500,SUB,6,Not in team,Right,1,Medium,Medium
264655,Arnaud Tattevin,325000,1000,RES,33,Not in team,Right,1,Medium,Medium
262342,Anthony Roncaglia,300000,700,RES,4,Not in team,Right,1,Low,Medium
264143,Richard Emeka Friday,350000,850,SUB,20,Not in team,Right,1,Medium,Medium
262606,Alperen Aydın,325000,2000,RES,29,Not in team,Right,1,Medium,Medium
263629,Carlos Rodas,300000,850,RES,31,Not in team,Right,1,Medium,Medium
264396,Taddeus Nkeng,350000,500,RES,17,Not in team,Right,1,Medium,Low
253387,Fahad Al Hamad,200000,5000,RES,2,Not in team,Left,1,Medium,Medium
263626,Zinedine Labyad,325000,1000,RES,34,Not in team,Right,1,Medium,Medium
256713,Chris Mochrie,350000,500,SUB,26,Not in team,Left,1,Medium,Medium
244425,Marcel Schantl,300000,1000,RES,8,Not in team,Right,1,Medium,Medium
261574,Maicol León,325000,500,SUB,24,Not in team,Right,1,Medium,Medium
229931,Krzysztof Kiklaisz,325000,1000,SUB,70,Not in team,Left,1,Medium,Medium
252970,Armando Quitirna Junior,350000,500,RM,11,Not in team,Right,1,Medium,Medium
245034,Xin Tian,325000,3000,SUB,32,Not in team,Right,1,Medium,Medium
233770,Yun Seong Kang,275000,1000,SUB,6,Not in team,Right,1,High,Medium
259870,Antonio Stan,325000,900,RES,99,Not in team,Right,1,Medium,Medium
213535,Kyle Zobeck,80000,1000,SUB,30,Not in team,Right,1,Medium,Medium
240927,Lewis Collins,325000,2000,SUB,21,Not in team,Right,1,Medium,Medium
260383,Valgeir Lunddal,325000,500,SUB,12,Not in team,Right,1,Medium,Medium
219936,Mohammed Al Wakid,100000,5000,RES,30,Not in team,Right,1,Medium,Medium
263713,Tetteh-Quaye Addy,375000,2000,RES,38,Not in team,Left,1,Medium,Medium
261410,Leider Berdugo,375000,500,RES,31,Not in team,Right,1,Medium,Medium
262179,Grace Bokake,350000,3000,RES,32,Not in team,Right,1,Medium,Medium
259619,Jeyson Chura,375000,500,SUB,23,Not in team,Right,1,Medium,Medium
263460,Ryotaro Tsunoda,300000,2000,RES,36,Not in team,Left,1,Medium,Medium
253476,Deepak Tangri,300000,550,CDM,28,Not in team,Right,1,Low,Medium
263461,Albin Demouchy,300000,500,RES,34,Not in team,Right,1,Medium,Medium
247077,Amir Saipi,300000,950,RES,26,Not in team,Right,1,Medium,Medium
224550,Yaopeng Wang,180000,2000,CB,13,Not in team,Right,1,Medium,Medium
255014,Teddy Bartouche-Selbonne,180000,2000,RES,16,Not in team,Right,1,Medium,Medium
261158,Cheik Thiam,425000,500,RES,71,Not in team,Right,1,Medium,Medium
254503,Anthony Descotte,350000,500,SUB,15,Not in team,Right,1,Medium,Low
253736,Ricardo Alves,375000,2000,SUB,22,Not in team,Left,1,Medium,Medium
262697,Marcel Vasiľ,325000,1000,RES,80,Not in team,Right,1,Medium,Medium
240838,Bradley Wade,300000,850,SUB,31,Not in team,Right,1,Medium,Medium
260805,Davide Rodari,325000,2000,RES,35,Not in team,Right,1,Medium,Medium
240890,Cameron Hargreaves,300000,2000,RES,14,Not in team,Right,1,High,High
228784,Qasem Lajami,250000,4000,CB,87,Not in team,Left,1,Low,Medium
264117,Marcel Oakley,350000,950,RES,52,Not in team,Right,1,Medium,Medium
263093,Stefan Skrbo,325000,1000,SUB,23,Not in team,Right,1,Medium,Medium
261300,Killian Phillips,325000,500,SUB,19,Not in team,Right,1,Medium,Medium
259508,John Anderson Souza Fonseca,230000,1000,RES,40,Not in team,Left,1,Medium,Medium
261298,Amir Al-Ammari,220000,750,CM,24,Not in team,Right,1,Medium,High
259250,Ben McCormack,350000,500,SUB,18,Not in team,Right,1,Medium,Medium
253106,Tivonge Rushesha,350000,1000,RES,19,Not in team,Right,1,Medium,Medium
243890,Callum Rowe,300000,1000,RES,21,Not in team,Left,1,Medium,Medium
260272,Alvyn Antonio Sanches,350000,900,RES,80,Not in team,Left,1,Medium,Medium
262576,Nikolas Koutsakos,300000,500,RES,89,Not in team,Right,1,Medium,Medium
261315,Ronald Corozo,325000,500,SUB,40,Not in team,Left,1,Medium,Medium
263599,Pierre Zaidan,300000,800,SUB,33,Not in team,Left,1,Medium,Medium
261038,Kevin Caicedo,350000,500,SUB,31,Not in team,Right,1,Medium,Medium
262830,Tor Saunders,240000,850,RES,28,Not in team,Right,1,Medium,Medium
258820,Filip Ristanic,350000,500,SUB,22,Not in team,Right,1,High,Low
263685,Caleb Taylor,300000,2000,RES,33,Not in team,Right,1,Low,Medium
259078,Kristian Bernt Torgersen,350000,500,SUB,14,Not in team,Right,1,Medium,Medium
243546,Harry Kite,325000,2000,SUB,29,Not in team,Right,1,Medium,Medium
256263,Dmitry Markitesov,375000,6000,RES,74,Not in team,Right,1,Medium,Medium
242682,Karl O'Sullivan,325000,500,RM,7,Not in team,Right,1,High,High
239798,Alexey Chernov,275000,1000,SUB,21,Not in team,Right,1,Medium,Medium
263351,Alin Demici,300000,1000,SUB,44,Not in team,Left,1,High,Medium
264375,Claudio Torres,325000,500,RES,29,Not in team,Right,1,Medium,Medium
255159,Marlon Sündermann,240000,3000,RES,30,Not in team,Right,1,Medium,Medium
239811,Yun Oh Lee,275000,850,SUB,31,Not in team,Right,1,Medium,Medium
261314,Bagner Ruiz,375000,500,SUB,33,Not in team,Right,1,Medium,Medium
260802,Raivis Jurkovskis,210000,550,RB,13,Not in team,Left,1,Medium,Medium
259266,Saud Zaidan,325000,2000,RES,16,Not in team,Right,1,High,Medium
254658,Eren Karadağ,350000,2000,SUB,99,Not in team,Left,1,Medium,Medium
248770,Kacper Radkowski,325000,1000,SUB,26,Not in team,Right,1,Medium,Medium
262080,Yuki Hayasaka,275000,1000,RES,32,Not in team,Right,1,Medium,Medium
253374,Elliot Bonds,325000,1000,SUB,23,Not in team,Right,1,Medium,Medium
241342,Yuanjie Su,160000,3000,LW,32,Not in team,Right,1,Medium,Medium
263870,Phil Sieben,300000,3000,RES,48,Not in team,Right,1,Medium,Medium
263357,Ihan Altuntas,325000,500,RES,36,Not in team,Right,1,Medium,Medium
263356,Ben Hompesch,325000,500,RES,35,Not in team,Right,1,Medium,Medium
243387,Samuel Brolin,300000,700,SUB,35,Not in team,Right,1,Medium,Medium
263611,Farès Mehenni,350000,500,RES,34,Not in team,Right,1,Medium,Medium
242874,Fan Yang,250000,3000,CB,24,Not in team,Right,1,Medium,High
263610,Maxime Nonnenmacher,325000,500,RES,35,Not in team,Left,1,Medium,Medium
258745,Daniel Vidal Martínez,325000,1000,RES,27,Not in team,Right,1,Medium,Medium
262328,Davor Montiel,275000,500,SUB,4,Not in team,Right,1,Medium,Medium
256951,Sam Ashford,190000,2000,ST,23,Not in team,Left,1,Medium,Medium
247898,Aleksandru Longher,325000,950,RES,45,Not in team,Right,1,Medium,Low
260484,Santiago Ramírez,350000,500,SUB,27,Not in team,Left,1,Medium,Medium
263142,Erwan Belhadji,325000,750,RES,24,Not in team,Right,1,Medium,Medium
263984,Mohamed Berte,375000,1000,SUB,18,Not in team,Right,1,Medium,Medium
242994,Kerem Kesgin,350000,2000,RES,20,Not in team,Right,1,Medium,Low
263987,Bilal Brahimi,325000,850,SUB,17,Not in team,Left,1,Medium,Medium
257944,Łukasz Zjawiński,300000,1000,SUB,27,Not in team,Right,1,Medium,Medium
245043,Junchen Zhou,350000,2000,LM,17,Not in team,Right,1,Medium,Low
263476,Ivan Čalušić,300000,500,RES,15,Not in team,Right,1,Medium,Medium
233525,Vinit Rai,300000,500,CDM,16,Not in team,Right,1,Medium,Medium
246681,Idris El Mizouni,350000,2000,RES,16,Not in team,Right,1,Medium,Medium
248473,Pierre Ekwah Elimby,350000,4000,RES,49,Not in team,Left,1,Medium,Medium
255130,Eddie Munjoma,300000,1000,SUB,2,Not in team,Right,1,High,Medium
263580,Felix Stumpe,350000,750,RES,37,Not in team,Right,1,Medium,Medium
263836,Jesús Gilberto Orozco,325000,3000,RES,53,Not in team,Right,1,Medium,Medium
261276,James Clarke,350000,500,SUB,22,Not in team,Right,1,Medium,Medium
257508,Sean Roughan,350000,550,SUB,30,Not in team,Left,1,Medium,Medium
244279,Barış Ekincier,230000,700,SUB,41,Not in team,Right,1,Medium,Medium
253496,Chanka Zimba,375000,4000,RES,35,Not in team,Right,1,Medium,Medium
264505,Owen Dodgson,325000,1000,RES,39,Not in team,Left,1,Medium,Medium
166713,Barry Murphy,15000,500,SUB,21,Not in team,Right,1,Medium,Medium
258873,Pablo Martinez,300000,2000,RES,18,Not in team,Right,1,Medium,High
254522,William Forrester,325000,3000,SUB,23,Not in team,Right,1,Medium,Medium
248380,Mads Hansen,325000,2000,RES,23,Not in team,Right,1,High,Medium
246333,Charlie Jolley,350000,1000,RES,12,Not in team,Left,1,Medium,Medium
260913,Brooks Thompson,300000,500,RES,31,Not in team,Right,1,Medium,Medium
261679,Ueom Ye Hoon,325000,500,RES,21,Not in team,Right,1,Medium,Medium
261693,Kaveh Rad,325000,900,SUB,48,Not in team,Right,1,Medium,Medium
263983,Rousseau De Poorter,350000,1000,SUB,56,Not in team,Right,1,Medium,Medium
238487,Odysseus Alfa,325000,3000,RES,40,Not in team,Right,1,High,Medium
247448,Greg Ranjitsingh,140000,1000,RES,22,Not in team,Right,1,Medium,Medium
261027,Idar Lysgård,140000,600,SUB,30,Not in team,Right,1,Medium,Medium
263076,Robert Wagner,325000,500,SUB,39,Not in team,Right,1,Medium,Medium
246693,Dean Williams,325000,600,ST,10,Not in team,Right,1,Medium,Low
261029,Josip Filipovic,200000,600,SUB,2,Not in team,Right,1,High,Medium
263334,Hatim Far,300000,650,RES,26,Not in team,Right,1,Medium,Medium
245160,Zhenyu He,375000,3000,RES,28,Not in team,Right,1,High,Medium
261288,Aodh Dervin,325000,500,CDM,16,Not in team,Right,1,Medium,Medium
257193,Niklo Dailly,350000,2000,RES,21,Not in team,Right,1,Medium,Medium
252480,Maurizio Pochettino,375000,6000,RES,39,Not in team,Right,1,Medium,Medium
238250,Yeon Soo Kim,130000,900,SUB,23,Not in team,Right,1,Medium,Medium
254122,Harvey Cartwright,300000,700,RES,32,Not in team,Right,1,Medium,Medium
255658,Elias Skogvoll,190000,1000,SUB,17,Not in team,Left,1,Medium,Medium
243373,Lukas Jensen,275000,3000,SUB,13,Not in team,Right,1,Medium,Medium
262444,Alexandru Raicea,230000,2000,RES,17,Not in team,Right,1,Medium,Medium
234796,Jean Louchet,180000,850,RES,40,Not in team,Right,1,Medium,Medium
260396,Sang Hyuk Park,375000,950,SUB,99,Not in team,Right,1,Medium,Medium
250925,Adam Przybek,275000,850,SUB,31,Not in team,Right,1,Medium,Medium
241454,Benjamin Kimpioka,350000,2000,RES,12,Not in team,Right,1,Medium,Medium
258606,Luca Hoole,300000,1000,SUB,30,Not in team,Right,1,High,Medium
259645,Mashoor Shereef,140000,500,CB,66,Not in team,Right,1,Low,High
262206,Gene Kennedy,325000,950,SUB,21,Not in team,Right,1,Medium,Medium
261526,Santiago Gómez,375000,500,RES,29,Not in team,Right,1,Low,High
244306,Sam Graham,300000,1000,CB,15,Not in team,Right,1,Medium,Medium
255824,George Campbell,325000,900,RES,32,Not in team,Right,1,Medium,Medium
262223,Jannis Kleeberg,325000,650,SUB,34,Not in team,Left,1,Medium,Medium
261454,Mai Traore,325000,800,SUB,24,Not in team,Left,1,Medium,Medium
250958,Daniels Ontužāns,325000,650,SUB,30,Not in team,Right,1,Medium,Medium
257869,Josh Jack,325000,1000,SUB,25,Not in team,Right,1,High,Medium
252748,Korede Adedoyin,350000,1000,RES,15,Not in team,Left,1,High,Low
251980,Tician Tushi,350000,2000,RES,24,Not in team,Right,1,Medium,Medium
247627,Seiminlen Doungel,150000,500,RM,7,Not in team,Right,1,High,Low
234571,Mésaque Geremias Djú,325000,8000,RES,36,Not in team,Right,1,High,Medium
255817,Eddy Mejía,325000,500,SUB,23,Not in team,Left,1,High,Medium
255559,Cătălin Barbu,325000,1000,RES,23,Not in team,Right,1,Medium,Medium
244294,Tom Scully,325000,800,RES,20,Not in team,Right,1,Medium,Medium
242246,Thaar Al Otaibi,325000,2000,SUB,41,Not in team,Right,1,Medium,Low
242245,Fahad Al Rashidi,230000,3000,SUB,7,Not in team,Right,1,Medium,Medium
198469,Dean Zambra,100000,550,CDM,6,Not in team,Right,1,Medium,Medium
261700,Avionne Flanagan,300000,1000,RES,27,Not in team,Left,1,High,Medium
254276,Ennio van der Gouw,325000,850,RES,30,Not in team,Right,1,Medium,Medium
253508,Jeakson Singh,325000,500,CDM,25,Not in team,Right,1,Medium,Medium
261698,Thiago Nascente,350000,500,ST,27,Not in team,Right,1,High,Medium
262722,Hosine Bility,300000,3000,RES,50,Not in team,Right,1,Medium,Medium
255809,Bruno Scorza,350000,500,ST,14,Not in team,Right,1,Medium,Medium
243025,Lindrit Kamberi,325000,2000,SUB,2,Not in team,Right,1,Medium,Medium
251218,Simon Beccari,250000,1000,RES,35,Not in team,Right,1,Medium,Medium
222014,Hamed Fallatah,130000,3000,CDM,42,Not in team,Right,1,Medium,Medium
239444,Justin Löwe,230000,2000,SUB,34,Not in team,Right,1,Medium,Medium
253758,Mihai Lixandru,325000,2000,SUB,6,Not in team,Right,1,Medium,Medium
262719,Marius Cioiu,325000,950,RM,24,Not in team,Right,1,Medium,Medium
228253,Mansour Jawhar,140000,2000,SUB,33,Not in team,Right,1,Medium,Medium
262045,William Mikelbrencis,375000,500,RES,25,Not in team,Right,1,Medium,Medium
243102,Xianjun Wang,325000,2000,SUB,33,Not in team,Right,1,Low,High
253726,Amey Ranawade,275000,500,RB,4,Not in team,Right,1,Medium,High
262941,Abraham Okyere,325000,700,RES,21,Not in team,Left,1,High,Medium
255260,Nicolás Machado,230000,500,SUB,29,Not in team,Left,1,Medium,Low
245531,Ryan Stirk,300000,3000,SUB,25,Not in team,Right,1,Medium,Medium
